step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
51,6028,204,0.024626503052641052,1.0,1.0,,,,,,,,,
52,6128,208,0.024769371584552575,1.0,1.0,,,,,,,,,
53,6228,212,0.030382116546534235,1.0,1.0,,,,,,,,,
54,6328,216,0.034747373913196496,1.0,1.0,,,,,,,,,
55,6460,220,0.02502666014148417,1.0,1.0,,,,,,,,,
56,6560,224,0.02867688474065896,1.0,1.0,,,,,,,,,
57,6692,228,0.023656048021748574,1.0,1.0,0.050701042458628456,0.75,0.75,,,,,,
58,6792,232,0.07411453013730353,0.25,0.25,,,,,,,,,
59,6924,236,0.040003169048341086,0.75,0.75,,,,,,,,,
60,7056,240,0.04704213234115741,0.75,0.75,,,,,,,,,
61,7156,244,0.035733279907314376,1.0,1.0,,,,,,,,,
62,7288,248,0.028882522562144006,1.0,1.0,,,,,,,,,
63,7420,252,0.0337251699016997,1.0,1.0,,,,,,,,,
64,7552,256,0.03207454770126787,1.0,1.0,,,,,,,,,
65,7684,260,0.052048919072476565,0.75,0.75,0.03642713818560878,1.0,1.0,,,,,,
66,7816,264,0.07212049571375245,0.5,0.5,,,,,,,,,
67,7948,268,0.03116823773285432,1.0,1.0,,,,,,,,,
68,8080,272,0.026796483433645338,1.0,1.0,,,,,,,,,
69,8212,276,0.03446451627925854,1.0,1.0,,,,,,,,,
70,8312,280,0.030371035647646445,1.0,1.0,,,,,,,,,
71,8444,284,0.04882325156482693,0.5,0.5,,,,,,,,,
72,8576,288,0.03254918839869788,1.0,1.0,,,,,,,,,
73,8708,292,0.054210210253841075,0.75,0.75,0.024965794383733735,1.0,1.0,,,,,,
74,8840,296,0.06309943271939118,0.75,0.75,,,,,,,,,
75,8972,300,0.02926685610593267,1.0,1.0,,,,,,,,,
76,9104,304,0.029462605397166042,1.0,1.0,,,,,,,,,
77,9236,308,0.03221195403009915,0.75,0.75,,,,,,,,,
78,9368,312,0.01940761916421252,1.0,1.0,,,,,,,,,
79,9500,316,0.02699654433802607,0.75,0.75,,,,,,,,,
80,9600,320,0.027487884093595007,1.0,1.0,,,,,,,,,
81,9732,324,0.023541451273013082,1.0,1.0,0.03626779540725693,0.75,0.75,,,,,,
82,9864,328,0.02261892374350282,1.0,1.0,,,,,,,,,
83,9996,332,0.031825846326537434,0.75,0.75,,,,,,,,,
84,10128,336,0.024623881159495792,1.0,1.0,,,,,,,,,
85,10260,340,0.05359237672683776,0.75,0.75,,,,,,,,,
86,10392,344,0.03901300780056772,0.75,0.75,,,,,,,,,
87,10492,348,0.02813815617497312,1.0,1.0,,,,,,,,,
88,10624,352,0.02778784482339688,1.0,1.0,,,,,,,,,
89,10756,356,0.02567494820781576,1.0,1.0,0.020342248931228823,1.0,1.0,,,,,,
90,10888,360,0.02261972286614764,1.0,1.0,,,,,,,,,
91,11020,364,0.02040639243041369,1.0,1.0,,,,,,,,,
92,11120,368,0.02965134201663507,1.0,1.0,,,,,,,,,
93,11252,372,0.08593630584324273,0.25,0.25,,,,,,,,,
94,11384,376,0.024082735458541723,1.0,1.0,,,,,,,,,
95,11516,380,0.051648220833267255,0.75,0.75,,,,,,,,,
96,11648,384,0.04216037329043502,0.75,0.75,,,,,,,,,
97,11780,388,0.030152438433960926,1.0,1.0,0.03537106458061316,0.75,0.75,,,,,,
98,11912,392,0.02344783740822095,1.0,1.0,,,,,,,,,
99,12044,396,0.022885375652876974,1.0,1.0,,,,,,,,,
100,12176,400,0.022985938039346367,1.0,1.0,,,,,,,,,
101,12276,404,0.024524709536199226,1.0,1.0,,,,,,,,,
102,12408,408,0.023233177063721088,1.0,1.0,,,,,,,,,
103,12540,412,0.02884600102090189,1.0,1.0,,,,,,,,,
104,12672,416,0.04915211137446022,0.75,0.75,,,,,,,,,
105,12772,420,0.023002049214022314,1.0,1.0,0.025233255807015666,1.0,1.0,,,,,,
106,12904,424,0.02253173933031576,0.75,0.75,,,,,,,,,
107,13036,428,0.028560866478183018,1.0,1.0,,,,,,,,,
108,13168,432,0.03619362744575483,0.75,0.75,,,,,,,,,
109,13268,436,0.031010490762176535,1.0,1.0,,,,,,,,,
110,13400,440,0.027810303606765955,1.0,1.0,,,,,,,,,
111,13532,444,0.027842645484743116,1.0,1.0,,,,,,,,,
112,13664,448,0.025376607816760956,1.0,1.0,,,,,,,,,
113,13796,452,0.028734847143641672,1.0,1.0,0.020380437669118692,1.0,1.0,,,,,,
114,13928,456,0.01930596340589545,1.0,1.0,,,,,,,,,
115,14060,460,0.03921546525560188,0.75,0.75,,,,,,,,,
116,14192,464,0.021403383183678674,1.0,1.0,,,,,,,,,
117,14292,468,0.07331981401603117,0.75,0.75,,,,,,,,,
118,14424,472,0.025212972592926236,1.0,1.0,,,,,,,,,
119,14556,476,0.028795742509000775,0.75,0.75,,,,,,,,,
120,14688,480,0.053600714116682865,0.75,0.75,,,,,,,,,
121,14820,484,0.026122644198212582,1.0,1.0,0.05068380035552157,0.75,0.75,,,,,,
122,14952,488,0.02513549812449128,1.0,1.0,,,,,,,,,
123,15052,492,0.03263803503193534,1.0,1.0,,,,,,,,,
124,15184,496,0.06392482262407612,0.5,0.5,,,,,,,,,
125,15316,500,0.03663656136620375,0.75,0.75,,,,,,,,,
126,15448,504,0.02334346405956239,1.0,1.0,,,,,,,,,
127,15580,508,0.02875191819576685,1.0,1.0,,,,,,,,,
128,15712,512,0.022388561838752135,1.0,1.0,,,,,,,,,
129,15812,516,0.019848164466584425,1.0,1.0,0.02585149606435607,1.0,1.0,,,,,,
130,15912,520,0.023749279211248604,1.0,1.0,,,,,,,,,
131,16012,524,0.018110136243121817,1.0,1.0,,,,,,,,,
132,16144,528,0.03479880615616821,0.75,0.75,,,,,,,,,
133,16276,532,0.021824872968386443,1.0,1.0,,,,,,,,,
134,16408,536,0.022859915623287184,1.0,1.0,,,,,,,,,
135,16508,540,0.03310605190985977,0.75,0.75,,,,,,,,,
136,16640,544,0.048976793459563614,0.75,0.75,,,,,,,,,
137,16740,548,0.020215852673682092,1.0,1.0,0.025119447987937065,0.75,0.75,,,,,,
138,16840,552,0.02178587012071148,1.0,1.0,,,,,,,,,
139,16972,556,0.023021020506712373,0.75,0.75,,,,,,,,,
140,17104,560,0.049722879240237036,0.5,0.5,,,,,,,,,
141,17236,564,0.02600299545282269,1.0,1.0,,,,,,,,,
142,17368,568,0.03697947906415266,0.75,0.75,,,,,,,,,
143,17468,572,0.02208757230875563,1.0,1.0,,,,,,,,,
144,17600,576,0.020436008861565824,1.0,1.0,,,,,,,,,
145,17732,580,0.018586426431365908,1.0,1.0,0.03299051057658289,0.75,0.75,,,,,,
146,17864,584,0.019771808038731253,1.0,1.0,,,,,,,,,
147,17996,588,0.016364458846110215,1.0,1.0,,,,,,,,,
148,18128,592,0.014882025566794257,1.0,1.0,,,,,,,,,
149,18228,596,0.03601264643296114,1.0,1.0,,,,,,,,,
150,18328,600,0.027169827014513436,1.0,1.0,,,,,,,,,
151,18460,604,0.025472251397113725,1.0,1.0,,,,,,,,,
152,18592,608,0.018112477618265076,1.0,1.0,,,,,,,,,
153,18724,612,0.0472583940520326,0.75,0.75,0.02665503839554731,0.75,0.75,,,,,,
154,18856,616,0.026278845852430094,1.0,1.0,,,,,,,,,
155,18988,620,0.02153712899600578,1.0,1.0,,,,,,,,,
156,19120,624,0.019006102881094195,1.0,1.0,,,,,,,,,
157,19252,628,0.02099170282817795,1.0,1.0,,,,,,,,,
158,19384,632,0.0235191002801821,1.0,1.0,,,,,,,,,
159,19516,636,0.017230871202573328,1.0,1.0,,,,,,,,,
160,19648,640,0.018847420317815704,1.0,1.0,,,,,,,,,
161,19780,644,0.04446024440651854,0.75,0.75,0.03068609699673592,1.0,1.0,,,,,,
162,19912,648,0.019481700913438545,1.0,1.0,,,,,,,,,
163,20044,652,0.02387442320399714,1.0,1.0,,,,,,,,,
164,20176,656,0.018115298566481215,1.0,1.0,,,,,,,,,
165,20276,660,0.02891632569488138,1.0,1.0,,,,,,,,,
166,20376,664,0.07190495048088148,0.5,0.5,,,,,,,,,
167,20508,668,0.020234848387290186,1.0,1.0,,,,,,,,,
168,20608,672,0.016724897061576486,1.0,1.0,,,,,,,,,
169,20708,676,0.033461595648635316,1.0,1.0,0.021215961262132623,1.0,1.0,,,,,,
170,20840,680,0.04989716096589291,0.5,0.5,,,,,,,,,
171,20972,684,0.026647063279438048,1.0,1.0,,,,,,,,,
172,21104,688,0.035642177144500235,0.5,0.5,,,,,,,,,
173,21236,692,0.0282336334215961,0.75,0.75,,,,,,,,,
174,21336,696,0.02523169256547893,1.0,1.0,,,,,,,,,
175,21468,700,0.057141771961050844,0.75,0.75,,,,,,,,,
176,21600,704,0.03679990185901261,0.75,0.75,,,,,,,,,
177,21732,708,0.04893832809812011,0.75,0.75,0.02755859825476364,0.75,0.75,,,,,,
178,21864,712,0.03126946334605236,0.75,0.75,,,,,,,,,
179,21964,716,0.02643569615485224,1.0,1.0,,,,,,,,,
180,22096,720,0.024766715922542062,1.0,1.0,,,,,,,,,
181,22228,724,0.026546741846759692,1.0,1.0,,,,,,,,,
182,22328,728,0.04374649046095631,0.75,0.75,,,,,,,,,
183,22460,732,0.021515280548155716,1.0,1.0,,,,,,,,,
184,22592,736,0.04067577468551463,0.5,0.5,,,,,,,,,
185,22724,740,0.018720770173604254,1.0,1.0,0.0188233619813127,1.0,1.0,,,,,,
186,22824,744,0.029011878936047047,1.0,1.0,,,,,,,,,
187,22956,748,0.02753409451624975,0.75,0.75,,,,,,,,,
188,23088,752,0.03476058553978874,0.75,0.75,,,,,,,,,
189,23188,756,0.022831123554375762,1.0,1.0,,,,,,,,,
190,23288,760,0.022916359088521857,1.0,1.0,,,,,,,,,
191,23388,764,0.01979667444322937,1.0,1.0,,,,,,,,,
192,23488,768,0.0698202560126568,0.75,0.75,,,,,,,,,
193,23620,772,0.01820886328923734,1.0,1.0,0.02520764103425336,1.0,1.0,,,,,,
194,23752,776,0.03359056182365749,0.75,0.75,,,,,,,,,
195,23852,780,0.024878877167933147,1.0,1.0,,,,,,,,,
196,23984,784,0.03532275802623644,0.75,0.75,,,,,,,,,
197,24116,788,0.019611534815294363,1.0,1.0,,,,,,,,,
198,24248,792,0.019711169312149647,1.0,1.0,,,,,,,,,
199,24348,796,0.052989673200657623,0.75,0.75,,,,,,,,,
200,24448,800,0.02007312764688929,1.0,1.0,,,,,,,,,
201,24580,804,0.016106992170839475,1.0,1.0,0.02085397018257254,1.0,1.0,,,,,,
202,24712,808,0.024366703915550257,1.0,1.0,,,,,,,,,
203,24844,812,0.02625730377179025,0.75,0.75,,,,,,,,,
204,24976,816,0.025246149764309393,1.0,1.0,,,,,,,,,
205,25108,820,0.02764245989930032,1.0,1.0,,,,,,,,,
206,25240,824,0.022762449758038202,1.0,1.0,,,,,,,,,
207,25372,828,0.03366482572120277,0.75,0.75,,,,,,,,,
208,25504,832,0.023125406566623496,1.0,1.0,,,,,,,,,
209,25636,836,0.02565365509426101,0.75,0.75,0.020490885091139718,1.0,1.0,,,,,,
210,25768,840,0.01738611112296894,1.0,1.0,,,,,,,,,
211,25900,844,0.02376263803279926,1.0,1.0,,,,,,,,,
212,26032,848,0.02616803329715367,0.75,0.75,,,,,,,,,
213,26132,852,0.038086609055577966,0.75,0.75,,,,,,,,,
214,26264,856,0.022877688836924787,1.0,1.0,,,,,,,,,
215,26364,860,0.03231444184424618,1.0,1.0,,,,,,,,,
216,26496,864,0.019479584158930262,1.0,1.0,,,,,,,,,
217,26628,868,0.018843189806966622,1.0,1.0,0.019255676140082868,1.0,1.0,,,,,,
218,26760,872,0.04574509521157779,0.75,0.75,,,,,,,,,
219,26892,876,0.019472596298783174,1.0,1.0,,,,,,,,,
220,26992,880,0.023144053510210746,1.0,1.0,,,,,,,,,
221,27124,884,0.021590937357113944,1.0,1.0,,,,,,,,,
222,27224,888,0.020173507325368215,1.0,1.0,,,,,,,,,
223,27356,892,0.016958728279732896,1.0,1.0,,,,,,,,,
224,27488,896,0.0327747988964802,1.0,1.0,,,,,,,,,
225,27620,900,0.01866635984271852,1.0,1.0,0.02001407139268849,1.0,1.0,,,,,,
226,27752,904,0.019384203201379933,1.0,1.0,,,,,,,,,
227,27852,908,0.04167907470880892,0.75,0.75,,,,,,,,,
228,27952,912,0.01888467757109538,1.0,1.0,,,,,,,,,
229,28084,916,0.02044736819794707,1.0,1.0,,,,,,,,,
230,28216,920,0.01644434310367615,1.0,1.0,,,,,,,,,
231,28348,924,0.05976357620291309,0.75,0.75,,,,,,,,,
232,28480,928,0.040662364698182504,0.75,0.75,,,,,,,,,
233,28580,932,0.023532989898788704,1.0,1.0,0.02762414212956173,0.75,0.75,,,,,,
234,28712,936,0.019575200474855593,1.0,1.0,,,,,,,,,
235,28844,940,0.01336380454915343,1.0,1.0,,,,,,,,,
236,28976,944,0.020792378693276985,1.0,1.0,,,,,,,,,
237,29108,948,0.025747950460599897,1.0,1.0,,,,,,,,,
238,29208,952,0.028519579154872188,1.0,1.0,,,,,,,,,
239,29308,956,0.026393504823069337,1.0,1.0,,,,,,,,,
240,29440,960,0.01799145295701237,1.0,1.0,,,,,,,,,
241,29540,964,0.015352630814741135,1.0,1.0,0.040383770644561987,0.75,0.75,,,,,,
242,29640,968,0.022243116942712124,1.0,1.0,,,,,,,,,
243,29740,972,0.01958251211154372,1.0,1.0,,,,,,,,,
244,29872,976,0.02610828993421819,0.75,0.75,,,,,,,,,
245,30004,980,0.018416085864582786,1.0,1.0,,,,,,,,,
246,30104,984,0.016982881871511684,1.0,1.0,,,,,,,,,
247,30236,988,0.01845732146221053,1.0,1.0,,,,,,,,,
248,30368,992,0.02037202942837212,1.0,1.0,,,,,,,,,
249,30500,996,0.01864370881746709,1.0,1.0,0.017497802328389298,1.0,1.0,,,,,,
250,30632,1000,0.016183650057341764,1.0,1.0,,,,,,,,,
251,30764,1004,0.0189157244619355,1.0,1.0,,,,,,,,,
252,30896,1008,0.03657315025463731,0.75,0.75,,,,,,,,,
253,30996,1012,0.02048387367679425,1.0,1.0,,,,,,,,,
254,31128,1016,0.01565731519734982,1.0,1.0,,,,,,,,,
255,31228,1020,0.0168930421956217,1.0,1.0,,,,,,,,,
256,31360,1024,0.020748989222158797,1.0,1.0,,,,,,,,,
257,31460,1028,0.018220558580349763,1.0,1.0,0.016656252227535334,1.0,1.0,,,,,,
258,31592,1032,0.016897984544498285,1.0,1.0,,,,,,,,,
259,31724,1036,0.018132184246935596,1.0,1.0,,,,,,,,,
260,31856,1040,0.01822994768787794,1.0,1.0,,,,,,,,,
261,31988,1044,0.015796367362806905,1.0,1.0,,,,,,,,,
262,32120,1048,0.017987455669879752,1.0,1.0,,,,,,,,,
263,32252,1052,0.015136809196465038,1.0,1.0,,,,,,,,,
264,32352,1056,0.018655761558275114,1.0,1.0,,,,,,,,,
265,32484,1060,0.0171135838957116,1.0,1.0,0.022791765544692456,0.75,0.75,,,,,,
266,32616,1064,0.011136626409496557,1.0,1.0,,,,,,,,,
267,32748,1068,0.01486296212857951,1.0,1.0,,,,,,,,,
268,32880,1072,0.016098048594714098,1.0,1.0,,,,,,,,,
269,33012,1076,0.015285398830744727,1.0,1.0,,,,,,,,,
270,33112,1080,0.01686385341284222,1.0,1.0,,,,,,,,,
271,33212,1084,0.025577959611100598,1.0,1.0,,,,,,,,,
272,33312,1088,0.12638767560214695,0.75,0.75,,,,,,,,,
273,33444,1092,0.01432674753821857,1.0,1.0,0.020631763169202108,1.0,1.0,,,,,,
274,33544,1096,0.023659428227626147,1.0,1.0,,,,,,,,,
275,33676,1100,0.018236158119977974,1.0,1.0,,,,,,,,,
276,33808,1104,0.016685667422231064,1.0,1.0,,,,,,,,,
277,33940,1108,0.018264835972311176,1.0,1.0,,,,,,,,,
278,34040,1112,0.018534945146357132,1.0,1.0,,,,,,,,,
279,34140,1116,0.03394160804833518,0.75,0.75,,,,,,,,,
280,34272,1120,0.0218799670010344,1.0,1.0,,,,,,,,,
281,34404,1124,0.01765405767257562,1.0,1.0,0.01776405693022525,1.0,1.0,,,,,,
282,34536,1128,0.015962998309246357,1.0,1.0,,,,,,,,,
283,34668,1132,0.018017091864387567,1.0,1.0,,,,,,,,,
284,34768,1136,0.022904277546843637,1.0,1.0,,,,,,,,,
285,34900,1140,0.02273533286090242,1.0,1.0,,,,,,,,,
286,35032,1144,0.019904691739329794,1.0,1.0,,,,,,,,,
287,35164,1148,0.028856104186475023,0.75,0.75,,,,,,,,,
288,35264,1152,0.01687103224052407,1.0,1.0,,,,,,,,,
289,35396,1156,0.02116521946970579,1.0,1.0,0.018456523289178222,1.0,1.0,,,,,,
290,35528,1160,0.022657600486018056,1.0,1.0,,,,,,,,,
291,35628,1164,0.02065880669836891,1.0,1.0,,,,,,,,,
292,35760,1168,0.06590221331358406,0.75,0.75,,,,,,,,,
293,35892,1172,0.017879724679896753,1.0,1.0,,,,,,,,,
294,36024,1176,0.016162610793471685,1.0,1.0,,,,,,,,,
295,36156,1180,0.026330094906220437,0.75,0.75,,,,,,,,,
296,36288,1184,0.02418939759784735,1.0,1.0,,,,,,,,,
297,36420,1188,0.03194218885781993,0.75,0.75,0.014949846683139183,1.0,1.0,,,,,,
298,36552,1192,0.04339171216790874,0.5,0.5,,,,,,,,,
299,36684,1196,0.0233926681649973,0.75,0.75,,,,,,,,,
300,36816,1200,0.017833121736725844,1.0,1.0,,,,,,,,,
301,36916,1204,0.018079891445692435,1.0,1.0,,,,,,,,,
302,37048,1208,0.019691757862574377,1.0,1.0,,,,,,,,,
303,37180,1212,0.029414214598891705,0.75,0.75,,,,,,,,,
304,37280,1216,0.020615070839248805,1.0,1.0,,,,,,,,,
305,37380,1220,0.019551996557092933,1.0,1.0,0.025718465834474957,0.75,0.75,,,,,,
306,37512,1224,0.015135592651386106,1.0,1.0,,,,,,,,,
307,37644,1228,0.017417146405864517,1.0,1.0,,,,,,,,,
308,37776,1232,0.01537067423490953,1.0,1.0,,,,,,,,,
309,37908,1236,0.015348115398282972,1.0,1.0,,,,,,,,,
310,38040,1240,0.01736393566329525,1.0,1.0,,,,,,,,,
311,38172,1244,0.033522340120835,0.75,0.75,,,,,,,,,
312,38272,1248,0.029099092616534105,0.75,0.75,,,,,,,,,
313,38404,1252,0.016923922373085817,1.0,1.0,0.01886425785120688,1.0,1.0,,,,,,
314,38536,1256,0.016973073234146343,1.0,1.0,,,,,,,,,
315,38668,1260,0.016028188926225085,1.0,1.0,,,,,,,,,
316,38800,1264,0.01986681570389237,1.0,1.0,,,,,,,,,
317,38932,1268,0.01561264015727602,1.0,1.0,,,,,,,,,
318,39064,1272,0.01801089587465185,1.0,1.0,,,,,,,,,
319,39196,1276,0.015887275837412746,1.0,1.0,,,,,,,,,
320,39296,1280,0.01833209239353285,1.0,1.0,,,,,,,,,
321,39428,1284,0.018585136792346475,1.0,1.0,0.020011603074817686,1.0,1.0,,,,,,
322,39560,1288,0.016674231931499434,1.0,1.0,,,,,,,,,
323,39692,1292,0.01532108791641804,1.0,1.0,,,,,,,,,
324,39824,1296,0.019506926650792594,1.0,1.0,,,,,,,,,
325,39924,1300,0.022214789071792137,1.0,1.0,,,,,,,,,
326,40056,1304,0.050714421108075385,0.75,0.75,,,,,,,,,
327,40156,1308,0.021731546674339675,1.0,1.0,,,,,,,,,
328,40288,1312,0.01809934367524875,1.0,1.0,,,,,,,,,
329,40388,1316,0.017047248848948583,1.0,1.0,0.05136096995669959,0.75,0.75,,,,,,
330,40520,1320,0.011548706436569772,1.0,1.0,,,,,,,,,
331,40652,1324,0.046653377839310214,0.75,0.75,,,,,,,,,
332,40752,1328,0.021336541531096983,1.0,1.0,,,,,,,,,
333,40884,1332,0.016570718080665757,1.0,1.0,,,,,,,,,
334,41016,1336,0.01599043843842253,1.0,1.0,,,,,,,,,
335,41148,1340,0.01572198427734975,1.0,1.0,,,,,,,,,
336,41280,1344,0.01476980606199959,1.0,1.0,,,,,,,,,
337,41412,1348,0.014842307959190748,1.0,1.0,0.018785710255601766,1.0,1.0,,,,,,
338,41512,1352,0.01815130621057809,1.0,1.0,,,,,,,,,
339,41612,1356,0.029189130001380667,0.75,0.75,,,,,,,,,
340,41744,1360,0.027102514191183216,0.75,0.75,,,,,,,,,
341,41844,1364,0.019616423521071437,1.0,1.0,,,,,,,,,
342,41976,1368,0.017813642749588326,1.0,1.0,,,,,,,,,
343,42108,1372,0.018198633285973074,1.0,1.0,,,,,,,,,
344,42240,1376,0.018803054042301714,1.0,1.0,,,,,,,,,
345,42372,1380,0.014736217652714463,1.0,1.0,0.017285119722040464,1.0,1.0,,,,,,
346,42504,1384,0.014355130864894363,1.0,1.0,,,,,,,,,
347,42636,1388,0.01297346626528906,1.0,1.0,,,,,,,,,
348,42768,1392,0.017608390941024937,1.0,1.0,,,,,,,,,
349,42868,1396,0.020362028857680344,1.0,1.0,,,,,,,,,
350,42968,1400,0.0611821802755397,0.75,0.75,,,,,,,,,
351,43100,1404,0.017015297949424163,1.0,1.0,,,,,,,,,
352,43232,1408,0.02150350236780014,1.0,1.0,,,,,,,,,
353,43364,1412,0.020264669874445643,1.0,1.0,0.03723480205371439,0.75,0.75,,,,,,
354,43496,1416,0.01747660038723552,1.0,1.0,,,,,,,,,
355,43628,1420,0.03938830161273245,0.75,0.75,,,,,,,,,
356,43728,1424,0.021748691820184827,1.0,1.0,,,,,,,,,
357,43860,1428,0.03739668153886669,0.75,0.75,,,,,,,,,
358,43992,1432,0.019186486811377104,1.0,1.0,,,,,,,,,
359,44124,1436,0.01481751660856844,1.0,1.0,,,,,,,,,
360,44256,1440,0.02670054706288738,1.0,1.0,,,,,,,,,
361,44388,1444,0.017438284860509155,1.0,1.0,0.035749746490364484,0.75,0.75,,,,,,
362,44520,1448,0.01687863860534435,1.0,1.0,,,,,,,,,
363,44620,1452,0.021389256314456966,1.0,1.0,,,,,,,,,
364,44720,1456,0.02387886244874608,1.0,1.0,,,,,,,,,
365,44852,1460,0.016569608444760887,1.0,1.0,,,,,,,,,
366,44984,1464,0.019959321055366668,1.0,1.0,,,,,,,,,
367,45116,1468,0.013748257691679555,1.0,1.0,,,,,,,,,
368,45248,1472,0.01570714088199566,1.0,1.0,,,,,,,,,
369,45380,1476,0.02520925496693053,0.75,0.75,0.016752995548476975,1.0,1.0,,,,,,
370,45512,1480,0.03479329449643047,0.75,0.75,,,,,,,,,
371,45644,1484,0.014559319044733454,1.0,1.0,,,,,,,,,
372,45776,1488,0.02428888998411821,1.0,1.0,,,,,,,,,
373,45908,1492,0.016855656105349226,1.0,1.0,,,,,,,,,
374,46040,1496,0.027318636998220434,0.75,0.75,,,,,,,,,
375,46172,1500,0.020818825070782622,1.0,1.0,,,,,,,,,
376,46304,1504,0.03713249509687558,0.75,0.75,,,,,,,,,
377,46404,1508,0.01775131394189884,1.0,1.0,0.01695665621657099,1.0,1.0,,,,,,
378,46504,1512,0.021737827601402082,1.0,1.0,,,,,,,,,
379,46636,1516,0.013972680228309857,1.0,1.0,,,,,,,,,
380,46768,1520,0.014473588348682825,1.0,1.0,,,,,,,,,
381,46900,1524,0.017645417210385407,1.0,1.0,,,,,,,,,
382,47032,1528,0.018378543033436473,1.0,1.0,,,,,,,,,
383,47164,1532,0.01686332415702509,1.0,1.0,,,,,,,,,
384,47264,1536,0.023324402291364094,1.0,1.0,,,,,,,,,
385,47364,1540,0.022696644883759897,1.0,1.0,0.0339266087270668,0.75,0.75,,,,,,
386,47496,1544,0.021949590041263033,1.0,1.0,,,,,,,,,
387,47628,1548,0.018500250902109203,1.0,1.0,,,,,,,,,
388,47760,1552,0.013984951438014832,1.0,1.0,,,,,,,,,
389,47860,1556,0.021658629552248385,1.0,1.0,,,,,,,,,
390,47992,1560,0.019838193115747343,1.0,1.0,,,,,,,,,
391,48124,1564,0.03343563268520484,0.75,0.75,,,,,,,,,
392,48256,1568,0.012673264673683206,1.0,1.0,,,,,,,,,
