step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
61,7668,244,0.02705977509045624,1.0,1.0,,,,,,,,,
62,7800,248,0.0363493227485742,1.0,1.0,,,,,,,,,
63,7900,252,0.037221625607441335,1.0,1.0,,,,,,,,,
64,8032,256,0.04420217716116895,0.75,0.75,,,,,,,,,
65,8164,260,0.0289536372891962,1.0,1.0,0.031703950362959095,1.0,1.0,,,,,,
66,8296,264,0.0299803830709061,1.0,1.0,,,,,,,,,
67,8428,268,0.03409041620128846,0.75,0.75,,,,,,,,,
68,8560,272,0.02759632395136578,1.0,1.0,,,,,,,,,
69,8692,276,0.030635351056407675,1.0,1.0,,,,,,,,,
70,8792,280,0.028930482277137345,1.0,1.0,,,,,,,,,
71,8924,284,0.024235631011488297,1.0,1.0,,,,,,,,,
72,9056,288,0.03892390742261341,0.75,0.75,,,,,,,,,
73,9188,292,0.02086942464038657,1.0,1.0,0.02433313319745139,1.0,1.0,,,,,,
74,9320,296,0.021686655605408306,1.0,1.0,,,,,,,,,
75,9452,300,0.022425870168881378,1.0,1.0,,,,,,,,,
76,9584,304,0.02214973536005346,1.0,1.0,,,,,,,,,
77,9716,308,0.0372733244250594,0.75,0.75,,,,,,,,,
78,9848,312,0.016567095993577825,1.0,1.0,,,,,,,,,
79,9980,316,0.018512693132388448,1.0,1.0,,,,,,,,,
80,10112,320,0.06188884240864354,0.25,0.25,,,,,,,,,
81,10212,324,0.020821211654741392,1.0,1.0,0.02336841683732928,1.0,1.0,,,,,,
82,10312,328,0.022288650173941275,1.0,1.0,,,,,,,,,
83,10444,332,0.019724570333273735,1.0,1.0,,,,,,,,,
84,10576,336,0.019992453817612842,1.0,1.0,,,,,,,,,
85,10676,340,0.025569973317663724,1.0,1.0,,,,,,,,,
86,10808,344,0.013676203413851907,1.0,1.0,,,,,,,,,
87,10908,348,0.0778419581144408,0.75,0.75,,,,,,,,,
88,11008,352,0.0293872715003575,1.0,1.0,,,,,,,,,
89,11140,356,0.029819461484767093,0.75,0.75,0.030417269638091965,0.75,0.75,,,,,,
90,11272,360,0.019138530004856876,1.0,1.0,,,,,,,,,
91,11372,364,0.052185202258018155,0.75,0.75,,,,,,,,,
92,11472,368,0.06009312788984971,0.75,0.75,,,,,,,,,
93,11604,372,0.024405855406748743,1.0,1.0,,,,,,,,,
94,11736,376,0.01928927660585032,1.0,1.0,,,,,,,,,
95,11868,380,0.028672669707502787,0.75,0.75,,,,,,,,,
96,12000,384,0.014264050924357433,1.0,1.0,,,,,,,,,
97,12132,388,0.0454126810008529,0.25,0.25,0.02443135196246658,1.0,1.0,,,,,,
98,12232,392,0.039563899058024016,1.0,1.0,,,,,,,,,
99,12364,396,0.026769243323324192,1.0,1.0,,,,,,,,,
100,12464,400,0.04069265048068094,0.75,0.75,,,,,,,,,
101,12596,404,0.027035747718582578,0.75,0.75,,,,,,,,,
102,12696,408,0.03340517049204209,1.0,1.0,,,,,,,,,
103,12796,412,0.04834505679840124,0.75,0.75,,,,,,,,,
104,12928,416,0.021658745499116776,1.0,1.0,,,,,,,,,
105,13028,420,0.02151275063081509,1.0,1.0,0.07268479079105114,0.5,0.5,,,,,,
106,13160,424,0.05482999268624553,0.75,0.75,,,,,,,,,
107,13292,428,0.08236533254177629,0.25,0.25,,,,,,,,,
108,13392,432,0.033140166681308376,1.0,1.0,,,,,,,,,
109,13524,436,0.022710848626447844,1.0,1.0,,,,,,,,,
110,13656,440,0.024898045013542286,1.0,1.0,,,,,,,,,
111,13788,444,0.02557602118031355,1.0,1.0,,,,,,,,,
112,13920,448,0.021793649876344717,1.0,1.0,,,,,,,,,
113,14052,452,0.030046884985349607,1.0,1.0,0.031148060827011555,1.0,1.0,,,,,,
114,14184,456,0.05292654037031752,0.75,0.75,,,,,,,,,
115,14316,460,0.04092302774079144,0.75,0.75,,,,,,,,,
116,14416,464,0.02840060721360108,1.0,1.0,,,,,,,,,
117,14548,468,0.028939702880961704,1.0,1.0,,,,,,,,,
118,14680,472,0.032421587734061175,0.75,0.75,,,,,,,,,
119,14812,476,0.01864150711851835,1.0,1.0,,,,,,,,,
120,14944,480,0.0255712603475331,1.0,1.0,,,,,,,,,
121,15076,484,0.05835145005174126,0.5,0.5,0.01937801902717183,1.0,1.0,,,,,,
122,15176,488,0.026086726269131763,1.0,1.0,,,,,,,,,
123,15308,492,0.018338169042635855,1.0,1.0,,,,,,,,,
124,15440,496,0.025926980593976627,1.0,1.0,,,,,,,,,
125,15540,500,0.045209296865541544,0.75,0.75,,,,,,,,,
126,15640,504,0.028889737751863626,1.0,1.0,,,,,,,,,
127,15740,508,0.018478541296402303,1.0,1.0,,,,,,,,,
128,15872,512,0.02192899576284617,1.0,1.0,,,,,,,,,
129,16004,516,0.05038749682724301,0.75,0.75,0.02363949945303223,1.0,1.0,,,,,,
130,16136,520,0.0284057479133844,0.75,0.75,,,,,,,,,
131,16268,524,0.021874113877129276,1.0,1.0,,,,,,,,,
132,16400,528,0.022948896213783883,1.0,1.0,,,,,,,,,
133,16500,532,0.031688631797248186,1.0,1.0,,,,,,,,,
134,16632,536,0.02682521300195731,1.0,1.0,,,,,,,,,
135,16764,540,0.01555252179787203,1.0,1.0,,,,,,,,,
136,16896,544,0.046108932459683276,0.75,0.75,,,,,,,,,
137,17028,548,0.02015161843824899,1.0,1.0,0.029249076323976626,0.75,0.75,,,,,,
138,17128,552,0.024388545486969327,1.0,1.0,,,,,,,,,
139,17260,556,0.018599496428832935,1.0,1.0,,,,,,,,,
140,17392,560,0.04864253511335847,0.5,0.5,,,,,,,,,
141,17524,564,0.01597750380642538,1.0,1.0,,,,,,,,,
142,17656,568,0.030040565092531325,0.75,0.75,,,,,,,,,
143,17788,572,0.016422120976349108,1.0,1.0,,,,,,,,,
144,17920,576,0.022091890583324128,1.0,1.0,,,,,,,,,
145,18020,580,0.025337769073036424,1.0,1.0,0.016045248943664776,1.0,1.0,,,,,,
146,18152,584,0.019307944743977713,1.0,1.0,,,,,,,,,
147,18284,588,0.01531474367915507,1.0,1.0,,,,,,,,,
148,18416,592,0.04603150734607425,0.5,0.5,,,,,,,,,
149,18516,596,0.03173535403472973,0.75,0.75,,,,,,,,,
150,18648,600,0.02517836871000782,1.0,1.0,,,,,,,,,
151,18780,604,0.022091548940247778,1.0,1.0,,,,,,,,,
152,18912,608,0.024722389534845207,1.0,1.0,,,,,,,,,
153,19012,612,0.0260939949783157,1.0,1.0,0.029447319385294574,0.75,0.75,,,,,,
154,19144,616,0.030827649126977122,0.75,0.75,,,,,,,,,
155,19276,620,0.017666013961306813,1.0,1.0,,,,,,,,,
156,19408,624,0.023219268209777513,1.0,1.0,,,,,,,,,
157,19540,628,0.028368648700716224,0.75,0.75,,,,,,,,,
158,19672,632,0.04861093307269129,0.75,0.75,,,,,,,,,
159,19804,636,0.01703555744572441,1.0,1.0,,,,,,,,,
160,19904,640,0.03692194151357398,0.75,0.75,,,,,,,,,
161,20036,644,0.017550976685470232,1.0,1.0,0.023643743395405183,0.75,0.75,,,,,,
162,20168,648,0.01859731297212875,1.0,1.0,,,,,,,,,
163,20300,652,0.017778281993541895,1.0,1.0,,,,,,,,,
164,20432,656,0.01843854264026504,1.0,1.0,,,,,,,,,
165,20532,660,0.024207011356059713,1.0,1.0,,,,,,,,,
166,20664,664,0.015941983444154175,1.0,1.0,,,,,,,,,
167,20764,668,0.02411153041887398,1.0,1.0,,,,,,,,,
168,20896,672,0.025930996717033847,1.0,1.0,,,,,,,,,
169,21028,676,0.03434928851734185,1.0,1.0,0.021726134799221954,1.0,1.0,,,,,,
170,21160,680,0.03720840019548632,0.75,0.75,,,,,,,,,
171,21292,684,0.023083391409054455,1.0,1.0,,,,,,,,,
172,21424,688,0.02173770714809507,1.0,1.0,,,,,,,,,
173,21524,692,0.02214493592194534,1.0,1.0,,,,,,,,,
174,21656,696,0.019113491397874893,1.0,1.0,,,,,,,,,
175,21788,700,0.016224985045391802,1.0,1.0,,,,,,,,,
176,21920,704,0.02233707841936848,1.0,1.0,,,,,,,,,
177,22052,708,0.0181870658095977,1.0,1.0,0.01960112444285187,1.0,1.0,,,,,,
178,22152,712,0.02452940909402969,1.0,1.0,,,,,,,,,
179,22252,716,0.04742886486516606,0.75,0.75,,,,,,,,,
180,22384,720,0.030745356399911543,0.75,0.75,,,,,,,,,
181,22484,724,0.03982667682646327,0.75,0.75,,,,,,,,,
182,22584,728,0.01856643827011188,1.0,1.0,,,,,,,,,
183,22716,732,0.014721678755704487,1.0,1.0,,,,,,,,,
184,22848,736,0.016757437397754985,1.0,1.0,,,,,,,,,
185,22980,740,0.023534081856123525,1.0,1.0,0.03944056278252901,0.5,0.5,,,,,,
186,23112,744,0.019826523647247997,1.0,1.0,,,,,,,,,
187,23244,748,0.05243270858138204,0.75,0.75,,,,,,,,,
188,23376,752,0.028530348904805578,0.75,0.75,,,,,,,,,
189,23508,756,0.013426245680238933,1.0,1.0,,,,,,,,,
190,23640,760,0.016864882333211425,1.0,1.0,,,,,,,,,
191,23772,764,0.020441093220797485,1.0,1.0,,,,,,,,,
192,23904,768,0.030922552606625686,0.75,0.75,,,,,,,,,
193,24004,772,0.041929611132485056,0.75,0.75,0.02716257283515006,0.75,0.75,,,,,,
194,24136,776,0.045378686094118166,0.75,0.75,,,,,,,,,
195,24268,780,0.029536485189146335,0.75,0.75,,,,,,,,,
196,24400,784,0.025043975658973067,0.75,0.75,,,,,,,,,
197,24532,788,0.020367586900920286,1.0,1.0,,,,,,,,,
198,24632,792,0.027567689246449537,1.0,1.0,,,,,,,,,
199,24764,796,0.02464418713831037,1.0,1.0,,,,,,,,,
200,24864,800,0.031117243318343146,1.0,1.0,,,,,,,,,
201,24996,804,0.014172338034222774,1.0,1.0,0.03567163857689593,0.75,0.75,,,,,,
202,25128,808,0.04316386253623933,0.5,0.5,,,,,,,,,
203,25260,812,0.03319379033629957,1.0,1.0,,,,,,,,,
204,25392,816,0.020282074853639642,1.0,1.0,,,,,,,,,
205,25524,820,0.023167659733207988,1.0,1.0,,,,,,,,,
206,25656,824,0.0512850645893559,0.5,0.5,,,,,,,,,
207,25788,828,0.024985974098144653,1.0,1.0,,,,,,,,,
208,25920,832,0.03011796272666288,0.75,0.75,,,,,,,,,
209,26052,836,0.022070352636355893,1.0,1.0,0.02171697027021082,1.0,1.0,,,,,,
210,26184,840,0.03411676311813607,0.75,0.75,,,,,,,,,
211,26316,844,0.040066364628501105,1.0,1.0,,,,,,,,,
212,26448,848,0.022048671299498893,1.0,1.0,,,,,,,,,
213,26580,852,0.026894960158269896,1.0,1.0,,,,,,,,,
214,26680,856,0.016833417049662482,1.0,1.0,,,,,,,,,
215,26780,860,0.049736664650087435,0.5,0.5,,,,,,,,,
216,26912,864,0.02394229150994306,1.0,1.0,,,,,,,,,
217,27044,868,0.04667220320503474,0.5,0.5,0.04276447914633537,0.75,0.75,,,,,,
218,27176,872,0.02283603049841986,1.0,1.0,,,,,,,,,
219,27308,876,0.02580164929644525,0.75,0.75,,,,,,,,,
220,27408,880,0.02554656905318552,1.0,1.0,,,,,,,,,
221,27540,884,0.019671091084073847,1.0,1.0,,,,,,,,,
222,27672,888,0.05903555135368151,0.5,0.5,,,,,,,,,
223,27772,892,0.02321720640120475,1.0,1.0,,,,,,,,,
224,27904,896,0.029381338454004435,0.75,0.75,,,,,,,,,
225,28036,900,0.031167749335727423,0.75,0.75,0.021068274104745797,1.0,1.0,,,,,,
226,28168,904,0.02732120322938272,0.75,0.75,,,,,,,,,
227,28268,908,0.025061096320375023,1.0,1.0,,,,,,,,,
228,28400,912,0.02780509281739796,0.75,0.75,,,,,,,,,
229,28532,916,0.017869274505114843,1.0,1.0,,,,,,,,,
230,28664,920,0.053575150212818695,0.75,0.75,,,,,,,,,
231,28796,924,0.017912456639360246,1.0,1.0,,,,,,,,,
232,28928,928,0.014318562819717048,1.0,1.0,,,,,,,,,
233,29060,932,0.02907380363072662,0.75,0.75,0.02607572124351464,1.0,1.0,,,,,,
234,29192,936,0.020630398005182543,1.0,1.0,,,,,,,,,
235,29324,940,0.03637565449512294,0.5,0.5,,,,,,,,,
236,29424,944,0.02648505148662783,1.0,1.0,,,,,,,,,
237,29524,948,0.014316751140120992,1.0,1.0,,,,,,,,,
238,29656,952,0.017928654878753607,1.0,1.0,,,,,,,,,
239,29788,956,0.016747349021615038,1.0,1.0,,,,,,,,,
240,29920,960,0.03990064830938764,0.75,0.75,,,,,,,,,
241,30052,964,0.018062598344873778,1.0,1.0,0.022570602084991453,1.0,1.0,,,,,,
242,30152,968,0.030939646643200074,1.0,1.0,,,,,,,,,
243,30284,972,0.023312852658511928,0.75,0.75,,,,,,,,,
244,30416,976,0.014939483698823324,1.0,1.0,,,,,,,,,
245,30548,980,0.016806770036379676,1.0,1.0,,,,,,,,,
246,30680,984,0.022034412277191676,1.0,1.0,,,,,,,,,
247,30812,988,0.020662933745798848,1.0,1.0,,,,,,,,,
248,30944,992,0.027520258772574947,0.75,0.75,,,,,,,,,
249,31076,996,0.02430512685522331,1.0,1.0,0.019777450448825677,1.0,1.0,,,,,,
250,31208,1000,0.019325607064787108,1.0,1.0,,,,,,,,,
251,31340,1004,0.020808547096040683,1.0,1.0,,,,,,,,,
252,31472,1008,0.014223260833546192,1.0,1.0,,,,,,,,,
253,31604,1012,0.024058231229788302,1.0,1.0,,,,,,,,,
254,31736,1016,0.026055479574278024,1.0,1.0,,,,,,,,,
255,31868,1020,0.017493488322423898,1.0,1.0,,,,,,,,,
256,32000,1024,0.024206803090697802,1.0,1.0,,,,,,,,,
257,32132,1028,0.019088335902541193,1.0,1.0,0.021005216333912814,1.0,1.0,,,,,,
258,32264,1032,0.01925124464430155,1.0,1.0,,,,,,,,,
259,32396,1036,0.03967726973875585,0.5,0.5,,,,,,,,,
260,32528,1040,0.01910223144464055,1.0,1.0,,,,,,,,,
261,32660,1044,0.029240299780927903,0.75,0.75,,,,,,,,,
262,32792,1048,0.020486840232060786,1.0,1.0,,,,,,,,,
263,32892,1052,0.022987356636479796,1.0,1.0,,,,,,,,,
264,33024,1056,0.029642239593460146,0.75,0.75,,,,,,,,,
265,33156,1060,0.025043023178678257,1.0,1.0,0.015199002270112488,1.0,1.0,,,,,,
266,33288,1064,0.033873374116578814,0.75,0.75,,,,,,,,,
267,33420,1068,0.016097718268327982,1.0,1.0,,,,,,,,,
268,33552,1072,0.022366486961129795,1.0,1.0,,,,,,,,,
269,33684,1076,0.017302935679612122,1.0,1.0,,,,,,,,,
270,33784,1080,0.02109402654791817,1.0,1.0,,,,,,,,,
271,33884,1084,0.023208458920059155,1.0,1.0,,,,,,,,,
272,33984,1088,0.022385549474797695,1.0,1.0,,,,,,,,,
273,34116,1092,0.016055060653195598,1.0,1.0,0.014999463004654674,1.0,1.0,,,,,,
274,34216,1096,0.016616580398889105,1.0,1.0,,,,,,,,,
275,34316,1100,0.02605786703487259,1.0,1.0,,,,,,,,,
276,34416,1104,0.027096457253174625,1.0,1.0,,,,,,,,,
277,34548,1108,0.021342770075679026,1.0,1.0,,,,,,,,,
278,34680,1112,0.01764254064127499,1.0,1.0,,,,,,,,,
279,34812,1116,0.06877639154910069,0.75,0.75,,,,,,,,,
280,34944,1120,0.02197889463069202,1.0,1.0,,,,,,,,,
281,35076,1124,0.020748128309755316,1.0,1.0,0.029984020120355122,0.75,0.75,,,,,,
282,35176,1128,0.016897528924711577,1.0,1.0,,,,,,,,,
283,35276,1132,0.024098666366899123,1.0,1.0,,,,,,,,,
284,35408,1136,0.08771178789786974,0.5,0.5,,,,,,,,,
285,35508,1140,0.023819664614966318,1.0,1.0,,,,,,,,,
286,35640,1144,0.020106879635873157,1.0,1.0,,,,,,,,,
287,35740,1148,0.015273967163345031,1.0,1.0,,,,,,,,,
288,35872,1152,0.017454493803425064,1.0,1.0,,,,,,,,,
289,36004,1156,0.022163113949555963,1.0,1.0,0.026021009410355872,0.75,0.75,,,,,,
290,36136,1160,0.01911006641279926,1.0,1.0,,,,,,,,,
291,36268,1164,0.021593627699357968,1.0,1.0,,,,,,,,,
292,36400,1168,0.017015107242605156,1.0,1.0,,,,,,,,,
293,36532,1172,0.018007066628797475,1.0,1.0,,,,,,,,,
294,36664,1176,0.033615958859932106,0.75,0.75,,,,,,,,,
295,36796,1180,0.036438439140713395,0.75,0.75,,,,,,,,,
296,36928,1184,0.021750865786234502,1.0,1.0,,,,,,,,,
297,37060,1188,0.026466027677834063,1.0,1.0,0.02341854856136706,1.0,1.0,,,,,,
298,37192,1192,0.028473252159781165,0.75,0.75,,,,,,,,,
299,37292,1196,0.02537416810372785,1.0,1.0,,,,,,,,,
300,37424,1200,0.021679271451166642,1.0,1.0,,,,,,,,,
301,37556,1204,0.03054897162771624,0.75,0.75,,,,,,,,,
302,37688,1208,0.025720317543443796,1.0,1.0,,,,,,,,,
303,37820,1212,0.01683212064180225,1.0,1.0,,,,,,,,,
304,37952,1216,0.024234600353256613,1.0,1.0,,,,,,,,,
305,38084,1220,0.024103302647327213,1.0,1.0,0.016644837878346835,1.0,1.0,,,,,,
306,38216,1224,0.015262853789232055,1.0,1.0,,,,,,,,,
307,38348,1228,0.020144582467112288,1.0,1.0,,,,,,,,,
308,38480,1232,0.022080814693507592,1.0,1.0,,,,,,,,,
309,38612,1236,0.02000418608674451,1.0,1.0,,,,,,,,,
310,38744,1240,0.03461907267676736,0.75,0.75,,,,,,,,,
311,38844,1244,0.02618427729667606,1.0,1.0,,,,,,,,,
312,38976,1248,0.011643962321064695,1.0,1.0,,,,,,,,,
313,39108,1252,0.015064594838241307,1.0,1.0,0.02853738615409668,0.75,0.75,,,,,,
314,39208,1256,0.026753497966778072,1.0,1.0,,,,,,,,,
315,39308,1260,0.01966761252620586,1.0,1.0,,,,,,,,,
316,39440,1264,0.017165631466311882,1.0,1.0,,,,,,,,,
317,39572,1268,0.021766795411900828,0.75,0.75,,,,,,,,,
318,39704,1272,0.023431781805643374,1.0,1.0,,,,,,,,,
319,39836,1276,0.017641401137024105,1.0,1.0,,,,,,,,,
320,39968,1280,0.021939269524262107,1.0,1.0,,,,,,,,,
321,40100,1284,0.02290769604056493,0.75,0.75,0.025059754695468353,1.0,1.0,,,,,,
322,40232,1288,0.11424518794457526,0.25,0.25,,,,,,,,,
323,40332,1292,0.0545029187923986,0.5,0.5,,,,,,,,,
324,40464,1296,0.018615482016601275,1.0,1.0,,,,,,,,,
325,40596,1300,0.03156888163593024,0.75,0.75,,,,,,,,,
326,40728,1304,0.0640725521479459,0.75,0.75,,,,,,,,,
327,40860,1308,0.023458467581463086,1.0,1.0,,,,,,,,,
328,40960,1312,0.04275658666361173,1.0,1.0,,,,,,,,,
329,41092,1316,0.10078264821469701,0.75,0.75,0.019801631359637216,1.0,1.0,,,,,,
330,41224,1320,0.030341025918178274,0.75,0.75,,,,,,,,,
331,41356,1324,0.016526692756242484,1.0,1.0,,,,,,,,,
332,41488,1328,0.07770690048699634,0.5,0.5,,,,,,,,,
333,41620,1332,0.028350345415337874,0.75,0.75,,,,,,,,,
334,41752,1336,0.029030748478232914,0.75,0.75,,,,,,,,,
335,41884,1340,0.03459333073435118,0.75,0.75,,,,,,,,,
336,41984,1344,0.027220410976600152,1.0,1.0,,,,,,,,,
337,42116,1348,0.021526612674435907,1.0,1.0,0.024792316951522175,1.0,1.0,,,,,,
338,42248,1352,0.022037217935339866,1.0,1.0,,,,,,,,,
339,42380,1356,0.023866643454653058,1.0,1.0,,,,,,,,,
340,42480,1360,0.024693442796002874,1.0,1.0,,,,,,,,,
341,42580,1364,0.03031229472711251,0.75,0.75,,,,,,,,,
342,42712,1368,0.02088516820798759,1.0,1.0,,,,,,,,,
343,42844,1372,0.02094571561169687,1.0,1.0,,,,,,,,,
344,42976,1376,0.02122449073650387,1.0,1.0,,,,,,,,,
345,43076,1380,0.030576283319460346,0.75,0.75,0.027459423027310848,1.0,1.0,,,,,,
346,43208,1384,0.024457913912358433,1.0,1.0,,,,,,,,,
347,43308,1388,0.022938879551992006,1.0,1.0,,,,,,,,,
348,43408,1392,0.020966362570719255,1.0,1.0,,,,,,,,,
349,43508,1396,0.01765445707457464,1.0,1.0,,,,,,,,,
350,43608,1400,0.017606121231165922,1.0,1.0,,,,,,,,,
351,43740,1404,0.03155901130594088,0.75,0.75,,,,,,,,,
352,43872,1408,0.03066024078100554,0.75,0.75,,,,,,,,,
353,43972,1412,0.014874939209479026,1.0,1.0,0.037308213819417235,0.75,0.75,,,,,,
354,44104,1416,0.027824596321157743,1.0,1.0,,,,,,,,,
355,44236,1420,0.024951875107450977,0.75,0.75,,,,,,,,,
356,44368,1424,0.019581884663114123,1.0,1.0,,,,,,,,,
357,44500,1428,0.041951381601699034,0.75,0.75,,,,,,,,,
358,44632,1432,0.052016451977962105,0.75,0.75,,,,,,,,,
359,44764,1436,0.015077354605211897,1.0,1.0,,,,,,,,,
360,44896,1440,0.02032494361842396,1.0,1.0,,,,,,,,,
361,45028,1444,0.02159557439375931,1.0,1.0,0.01974053777041604,0.75,0.75,,,,,,
362,45128,1448,0.029964870524395337,0.75,0.75,,,,,,,,,
363,45228,1452,0.017308532858795994,1.0,1.0,,,,,,,,,
364,45360,1456,0.01866431113018962,1.0,1.0,,,,,,,,,
365,45492,1460,0.018126009999995175,1.0,1.0,,,,,,,,,
366,45624,1464,0.022374067699567776,0.75,0.75,,,,,,,,,
367,45756,1468,0.017578445836115862,1.0,1.0,,,,,,,,,
368,45888,1472,0.020113500797166353,1.0,1.0,,,,,,,,,
369,46020,1476,0.025303740549206283,0.75,0.75,0.022433637791449995,0.75,0.75,,,,,,
370,46152,1480,0.015920898215717898,1.0,1.0,,,,,,,,,
371,46284,1484,0.03612215035681061,0.5,0.5,,,,,,,,,
372,46416,1488,0.012847333216697055,1.0,1.0,,,,,,,,,
373,46548,1492,0.027255125150752516,0.75,0.75,,,,,,,,,
374,46680,1496,0.01804107651593313,1.0,1.0,,,,,,,,,
375,46812,1500,0.019607353923782968,1.0,1.0,,,,,,,,,
376,46944,1504,0.018166525409444603,1.0,1.0,,,,,,,,,
377,47076,1508,0.01617347967756416,1.0,1.0,0.03245315704726068,0.75,0.75,,,,,,
378,47208,1512,0.04288016921861413,0.75,0.75,,,,,,,,,
379,47340,1516,0.021140441817905184,1.0,1.0,,,,,,,,,
380,47440,1520,0.02913148888309479,1.0,1.0,,,,,,,,,
381,47572,1524,0.029651514148243907,0.75,0.75,,,,,,,,,
382,47704,1528,0.015830953535580648,1.0,1.0,,,,,,,,,
383,47836,1532,0.07954525054775104,0.5,0.5,,,,,,,,,
384,47968,1536,0.01609518031980315,1.0,1.0,,,,,,,,,
385,48100,1540,0.041413299556023166,0.5,0.5,0.017119993735019535,1.0,1.0,,,,,,
386,48232,1544,0.025665670180651433,0.75,0.75,,,,,,,,,
387,48364,1548,0.014348696883030242,1.0,1.0,,,,,,,,,
388,48496,1552,0.04280374501072856,0.75,0.75,,,,,,,,,
389,48596,1556,0.027533259258884762,1.0,1.0,,,,,,,,,
390,48728,1560,0.019661819308009854,1.0,1.0,,,,,,,,,
391,48860,1564,0.018066508213713636,1.0,1.0,,,,,,,,,
392,48992,1568,0.016750235353410976,1.0,1.0,,,,,,,,,
