step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
41,4932,164,0.030550171248978585,1.0,1.0,0.03585191263409797,1.0,1.0,,,,,,
42,5064,168,0.04497462531384372,1.0,1.0,,,,,,,,,
43,5196,172,0.0285421871082508,1.0,1.0,,,,,,,,,
44,5296,176,0.037978794648661274,1.0,1.0,,,,,,,,,
45,5428,180,0.027309480066505784,1.0,1.0,,,,,,,,,
46,5560,184,0.04075978862518241,1.0,1.0,,,,,,,,,
47,5692,188,0.03221625918809878,1.0,1.0,,,,,,,,,
48,5824,192,0.03080148634544458,1.0,1.0,,,,,,,,,
49,5956,196,0.026378331053456352,1.0,1.0,0.04296519721507139,0.75,0.75,,,,,,
50,6056,200,0.0357066683089215,1.0,1.0,,,,,,,,,
51,6188,204,0.032767082934724384,1.0,1.0,,,,,,,,,
52,6320,208,0.01962280095220194,1.0,1.0,,,,,,,,,
53,6452,212,0.03442104461599229,1.0,1.0,,,,,,,,,
54,6584,216,0.0587134562178835,0.75,0.75,,,,,,,,,
55,6716,220,0.026450680814850785,1.0,1.0,,,,,,,,,
56,6848,224,0.020149243892237795,1.0,1.0,,,,,,,,,
57,6948,228,0.034404536444975146,1.0,1.0,0.037943852008702386,0.75,0.75,,,,,,
58,7080,232,0.06731153283508319,0.75,0.75,,,,,,,,,
59,7212,236,0.028207715513945002,1.0,1.0,,,,,,,,,
60,7344,240,0.031047906372405128,1.0,1.0,,,,,,,,,
61,7476,244,0.022819578443341013,1.0,1.0,,,,,,,,,
62,7576,248,0.033242930242995496,1.0,1.0,,,,,,,,,
63,7708,252,0.02488220296610962,1.0,1.0,,,,,,,,,
64,7776,256,0.026343762420292478,1.0,1.0,,,,,,,,,
65,7908,260,0.02543810075010697,1.0,1.0,0.031859010389234756,1.0,1.0,,,,,,
66,8008,264,0.0237150738631802,1.0,1.0,,,,,,,,,
67,8140,268,0.05758445624691376,0.5,0.5,,,,,,,,,
68,8240,272,0.029823593466038193,1.0,1.0,,,,,,,,,
69,8372,276,0.023271996697476427,1.0,1.0,,,,,,,,,
70,8504,280,0.02700895288930042,1.0,1.0,,,,,,,,,
71,8636,284,0.022171812159103868,1.0,1.0,,,,,,,,,
72,8768,288,0.030234179940489415,1.0,1.0,,,,,,,,,
73,8900,292,0.04563616315594117,0.75,0.75,0.030335189317302138,1.0,1.0,,,,,,
74,9032,296,0.060065591744387345,0.75,0.75,,,,,,,,,
75,9164,300,0.03228847432783368,0.75,0.75,,,,,,,,,
76,9296,304,0.02429627982392048,1.0,1.0,,,,,,,,,
77,9396,308,0.023733151703248346,1.0,1.0,,,,,,,,,
78,9528,312,0.03377500263828551,1.0,1.0,,,,,,,,,
79,9660,316,0.022956059023890703,1.0,1.0,,,,,,,,,
80,9792,320,0.02228483379905811,1.0,1.0,,,,,,,,,
81,9924,324,0.03403702327881546,1.0,1.0,0.0344389869355291,0.75,0.75,,,,,,
82,10056,328,0.024138166669945352,1.0,1.0,,,,,,,,,
83,10188,332,0.02019902282328985,1.0,1.0,,,,,,,,,
84,10320,336,0.03781262205740859,0.75,0.75,,,,,,,,,
85,10420,340,0.024747969123224415,1.0,1.0,,,,,,,,,
86,10552,344,0.03666612434011768,0.75,0.75,,,,,,,,,
87,10684,348,0.026337903498570087,1.0,1.0,,,,,,,,,
88,10816,352,0.019675246919141503,1.0,1.0,,,,,,,,,
89,10948,356,0.055951763711018426,0.75,0.75,0.025004706883701145,1.0,1.0,,,,,,
90,11080,360,0.022716857300956687,1.0,1.0,,,,,,,,,
91,11212,364,0.018844893279001552,1.0,1.0,,,,,,,,,
92,11344,368,0.022463950401997865,1.0,1.0,,,,,,,,,
93,11476,372,0.03374944474242966,0.75,0.75,,,,,,,,,
94,11608,376,0.04130090959922199,0.75,0.75,,,,,,,,,
95,11740,380,0.021501555656723213,1.0,1.0,,,,,,,,,
96,11872,384,0.024746746305427225,1.0,1.0,,,,,,,,,
97,12004,388,0.024268381761194176,1.0,1.0,0.028292808988935575,1.0,1.0,,,,,,
98,12104,392,0.04393634991049112,0.75,0.75,,,,,,,,,
99,12204,396,0.026348326183118238,1.0,1.0,,,,,,,,,
100,12304,400,0.03472140012794019,1.0,1.0,,,,,,,,,
101,12436,404,0.02153558813937707,1.0,1.0,,,,,,,,,
102,12536,408,0.03167828036097489,1.0,1.0,,,,,,,,,
103,12668,412,0.03458057162119076,0.75,0.75,,,,,,,,,
104,12800,416,0.049459193209058866,0.75,0.75,,,,,,,,,
105,12932,420,0.02365632103758799,1.0,1.0,0.0206605331801984,1.0,1.0,,,,,,
106,13064,424,0.027909224971535876,0.75,0.75,,,,,,,,,
107,13196,428,0.029924330459307383,0.75,0.75,,,,,,,,,
108,13328,432,0.020901938666484057,1.0,1.0,,,,,,,,,
109,13460,436,0.04821723197732354,0.75,0.75,,,,,,,,,
110,13592,440,0.03580564922991471,1.0,1.0,,,,,,,,,
111,13724,444,0.062133406093653316,0.75,0.75,,,,,,,,,
112,13856,448,0.024168923350298424,1.0,1.0,,,,,,,,,
113,13988,452,0.0202534799764544,1.0,1.0,0.02930600164745556,1.0,1.0,,,,,,
114,14120,456,0.024550958443505806,1.0,1.0,,,,,,,,,
115,14220,460,0.027544577124826903,1.0,1.0,,,,,,,,,
116,14320,464,0.02107359420740977,1.0,1.0,,,,,,,,,
117,14452,468,0.017009307835160144,1.0,1.0,,,,,,,,,
118,14584,472,0.027213397274672393,1.0,1.0,,,,,,,,,
119,14716,476,0.022958509263066848,1.0,1.0,,,,,,,,,
120,14848,480,0.02375479931510199,1.0,1.0,,,,,,,,,
121,14948,484,0.02936176090794107,1.0,1.0,0.033520432317066785,0.75,0.75,,,,,,
122,15048,488,0.02937484754819404,1.0,1.0,,,,,,,,,
123,15180,492,0.03876422597581041,0.75,0.75,,,,,,,,,
124,15312,496,0.01623349177558339,1.0,1.0,,,,,,,,,
125,15412,500,0.021573974977018223,1.0,1.0,,,,,,,,,
126,15544,504,0.017823851544931133,1.0,1.0,,,,,,,,,
127,15644,508,0.023344048645752388,1.0,1.0,,,,,,,,,
128,15776,512,0.017434112849496163,1.0,1.0,,,,,,,,,
129,15908,516,0.022982598483877157,1.0,1.0,0.022468725961889504,1.0,1.0,,,,,,
130,16040,520,0.03228691531440746,0.75,0.75,,,,,,,,,
131,16140,524,0.01989949136675932,1.0,1.0,,,,,,,,,
132,16272,528,0.017635514445626086,1.0,1.0,,,,,,,,,
133,16404,532,0.016507112073315965,1.0,1.0,,,,,,,,,
134,16536,536,0.015980781519467656,1.0,1.0,,,,,,,,,
135,16668,540,0.018508582051781557,1.0,1.0,,,,,,,,,
136,16800,544,0.01580806664340116,1.0,1.0,,,,,,,,,
137,16932,548,0.019076583268297326,1.0,1.0,0.020513426897468892,1.0,1.0,,,,,,
138,17064,552,0.022966517420202306,1.0,1.0,,,,,,,,,
139,17196,556,0.08497435265871901,0.75,0.75,,,,,,,,,
140,17296,560,0.020222577113163425,1.0,1.0,,,,,,,,,
141,17428,564,0.03906634237845992,0.75,0.75,,,,,,,,,
142,17560,568,0.018771339519171308,1.0,1.0,,,,,,,,,
143,17660,572,0.06027451355023003,0.5,0.5,,,,,,,,,
144,17792,576,0.028260395537745356,0.75,0.75,,,,,,,,,
145,17924,580,0.019245869219626004,1.0,1.0,0.021229355058799228,1.0,1.0,,,,,,
146,18056,584,0.023438806868725806,1.0,1.0,,,,,,,,,
147,18188,588,0.02187312600135556,1.0,1.0,,,,,,,,,
148,18288,592,0.023869793612369294,1.0,1.0,,,,,,,,,
149,18420,596,0.02439764491161895,1.0,1.0,,,,,,,,,
150,18552,600,0.027461414779063484,0.75,0.75,,,,,,,,,
151,18684,604,0.01874883695033532,1.0,1.0,,,,,,,,,
152,18784,608,0.02885659604814161,1.0,1.0,,,,,,,,,
153,18916,612,0.022110997938470975,1.0,1.0,0.027436053283863657,1.0,1.0,,,,,,
154,19048,616,0.021126237861476514,1.0,1.0,,,,,,,,,
155,19180,620,0.01922075931100608,1.0,1.0,,,,,,,,,
156,19312,624,0.019443155002045392,1.0,1.0,,,,,,,,,
157,19412,628,0.03381982746058687,1.0,1.0,,,,,,,,,
158,19544,632,0.026907070896486404,0.75,0.75,,,,,,,,,
159,19676,636,0.01835259774630686,1.0,1.0,,,,,,,,,
160,19808,640,0.022334040304126578,1.0,1.0,,,,,,,,,
161,19908,644,0.02605840794080905,1.0,1.0,0.026304006724594726,1.0,1.0,,,,,,
162,20040,648,0.023451635405644992,1.0,1.0,,,,,,,,,
163,20172,652,0.021440395023714698,1.0,1.0,,,,,,,,,
164,20304,656,0.024759369948742456,1.0,1.0,,,,,,,,,
165,20436,660,0.017343773846100703,1.0,1.0,,,,,,,,,
166,20536,664,0.019690940913957698,1.0,1.0,,,,,,,,,
167,20668,668,0.02909271133564062,0.75,0.75,,,,,,,,,
168,20800,672,0.019383114334664244,1.0,1.0,,,,,,,,,
169,20932,676,0.014557024647783693,1.0,1.0,0.026284748052021314,1.0,1.0,,,,,,
170,21064,680,0.017730109020669717,1.0,1.0,,,,,,,,,
171,21164,684,0.06241177123009644,0.75,0.75,,,,,,,,,
172,21264,688,0.07089056816018154,0.75,0.75,,,,,,,,,
173,21396,692,0.014992110996556675,1.0,1.0,,,,,,,,,
174,21528,696,0.02057150389447088,1.0,1.0,,,,,,,,,
175,21660,700,0.05629023516500638,0.75,0.75,,,,,,,,,
176,21792,704,0.019428222990400177,1.0,1.0,,,,,,,,,
177,21924,708,0.04422618875696571,0.75,0.75,0.0186668413217285,1.0,1.0,,,,,,
178,22056,712,0.020225457410965646,1.0,1.0,,,,,,,,,
179,22188,716,0.018036932152735972,1.0,1.0,,,,,,,,,
180,22320,720,0.03159138248872978,0.75,0.75,,,,,,,,,
181,22452,724,0.05226592034303394,0.75,0.75,,,,,,,,,
182,22584,728,0.01730013237884123,1.0,1.0,,,,,,,,,
183,22716,732,0.024418527933698895,1.0,1.0,,,,,,,,,
184,22848,736,0.01867383321755369,1.0,1.0,,,,,,,,,
185,22980,740,0.021005739475685913,1.0,1.0,0.029716832786061787,0.75,0.75,,,,,,
186,23112,744,0.04037626838164443,0.75,0.75,,,,,,,,,
187,23244,748,0.021628262764509146,1.0,1.0,,,,,,,,,
188,23376,752,0.02137759384204401,1.0,1.0,,,,,,,,,
189,23508,756,0.025555757303181968,0.75,0.75,,,,,,,,,
190,23640,760,0.023818857726291755,1.0,1.0,,,,,,,,,
191,23772,764,0.029544491754459157,1.0,1.0,,,,,,,,,
192,23904,768,0.015701913044122193,1.0,1.0,,,,,,,,,
193,24036,772,0.02572496434449022,1.0,1.0,0.024003615890906077,1.0,1.0,,,,,,
194,24168,776,0.02199111401487244,1.0,1.0,,,,,,,,,
195,24300,780,0.035965567237344655,0.75,0.75,,,,,,,,,
196,24432,784,0.02057100218402866,1.0,1.0,,,,,,,,,
197,24532,788,0.030120687491871648,1.0,1.0,,,,,,,,,
198,24664,792,0.01836399134766907,1.0,1.0,,,,,,,,,
199,24796,796,0.017610119184205356,1.0,1.0,,,,,,,,,
200,24896,800,0.02238537669461645,1.0,1.0,,,,,,,,,
201,25028,804,0.01853139983348683,1.0,1.0,0.015000416656603191,1.0,1.0,,,,,,
202,25160,808,0.01797441036122791,1.0,1.0,,,,,,,,,
203,25260,812,0.020894960942847925,1.0,1.0,,,,,,,,,
204,25360,816,0.018936925490021773,1.0,1.0,,,,,,,,,
205,25460,820,0.019767639051691127,1.0,1.0,,,,,,,,,
206,25560,824,0.021729832674138073,1.0,1.0,,,,,,,,,
207,25692,828,0.054307513084349925,0.75,0.75,,,,,,,,,
208,25824,832,0.015346312391179706,1.0,1.0,,,,,,,,,
209,25956,836,0.020091577048643786,1.0,1.0,0.017440993141663058,1.0,1.0,,,,,,
210,26088,840,0.01774006079749711,1.0,1.0,,,,,,,,,
211,26188,844,0.017900110253585805,1.0,1.0,,,,,,,,,
212,26320,848,0.016044393737337258,1.0,1.0,,,,,,,,,
213,26452,852,0.015354557851256912,1.0,1.0,,,,,,,,,
214,26552,856,0.02075493454303796,1.0,1.0,,,,,,,,,
215,26652,860,0.021072491575836617,1.0,1.0,,,,,,,,,
216,26784,864,0.014839865981724643,1.0,1.0,,,,,,,,,
217,26884,868,0.022049654528609606,1.0,1.0,0.05120161417728847,0.75,0.75,,,,,,
218,27016,872,0.024228381849538887,0.75,0.75,,,,,,,,,
219,27116,876,0.021825220150817587,1.0,1.0,,,,,,,,,
220,27248,880,0.015935742460108034,1.0,1.0,,,,,,,,,
221,27380,884,0.017572676875483924,1.0,1.0,,,,,,,,,
222,27512,888,0.014946715015221344,1.0,1.0,,,,,,,,,
223,27644,892,0.015110895256461844,1.0,1.0,,,,,,,,,
224,27776,896,0.01246868185672952,1.0,1.0,,,,,,,,,
225,27908,900,0.011760773858839004,1.0,1.0,0.021761704157507895,1.0,1.0,,,,,,
226,28040,904,0.028821520699304982,0.75,0.75,,,,,,,,,
227,28140,908,0.025320169744967036,1.0,1.0,,,,,,,,,
228,28272,912,0.025777242293531802,1.0,1.0,,,,,,,,,
229,28340,916,0.015789884287423776,1.0,1.0,,,,,,,,,
230,28440,920,0.021909192261209683,1.0,1.0,,,,,,,,,
231,28572,924,0.025626038976211022,1.0,1.0,,,,,,,,,
232,28704,928,0.02829065480868394,1.0,1.0,,,,,,,,,
233,28804,932,0.021562064741101495,1.0,1.0,0.044069708661252205,0.75,0.75,,,,,,
234,28904,936,0.02472611439822534,1.0,1.0,,,,,,,,,
235,29036,940,0.04425141896326295,0.75,0.75,,,,,,,,,
236,29168,944,0.0213354348280825,1.0,1.0,,,,,,,,,
237,29300,948,0.02326238687057526,1.0,1.0,,,,,,,,,
238,29432,952,0.016969432601405286,1.0,1.0,,,,,,,,,
239,29532,956,0.017890140380453282,1.0,1.0,,,,,,,,,
240,29664,960,0.02400572715262797,1.0,1.0,,,,,,,,,
241,29796,964,0.06250325870092296,0.75,0.75,0.07845672355739225,0.75,0.75,,,,,,
242,29928,968,0.020320780802818492,1.0,1.0,,,,,,,,,
243,30060,972,0.01772777912532774,1.0,1.0,,,,,,,,,
244,30192,976,0.014844072372338814,1.0,1.0,,,,,,,,,
245,30292,980,0.019597584910607112,1.0,1.0,,,,,,,,,
246,30424,984,0.01941550856899085,1.0,1.0,,,,,,,,,
247,30556,988,0.02120993729357906,1.0,1.0,,,,,,,,,
248,30688,992,0.014566024234527504,1.0,1.0,,,,,,,,,
249,30820,996,0.020214887661295505,1.0,1.0,0.01907124041216264,1.0,1.0,,,,,,
250,30952,1000,0.01644798850632071,1.0,1.0,,,,,,,,,
251,31052,1004,0.027997162798861455,0.75,0.75,,,,,,,,,
252,31152,1008,0.018572276928849763,1.0,1.0,,,,,,,,,
253,31284,1012,0.016545834901421017,1.0,1.0,,,,,,,,,
254,31416,1016,0.0535936565803857,0.75,0.75,,,,,,,,,
255,31516,1020,0.025727127558849743,1.0,1.0,,,,,,,,,
256,31648,1024,0.015760074602623037,1.0,1.0,,,,,,,,,
257,31748,1028,0.021531081205316698,1.0,1.0,0.04090211455295787,0.75,0.75,,,,,,
258,31880,1032,0.01858745527404039,1.0,1.0,,,,,,,,,
259,32012,1036,0.01738505732057547,1.0,1.0,,,,,,,,,
260,32144,1040,0.020245876380449772,1.0,1.0,,,,,,,,,
261,32244,1044,0.01816038909383527,1.0,1.0,,,,,,,,,
262,32376,1048,0.015831121437089455,1.0,1.0,,,,,,,,,
263,32508,1052,0.03487364385803403,0.75,0.75,,,,,,,,,
264,32640,1056,0.015485970519275725,1.0,1.0,,,,,,,,,
265,32740,1060,0.02320667957272159,1.0,1.0,0.03231835249463226,1.0,1.0,,,,,,
266,32872,1064,0.023565871888431504,1.0,1.0,,,,,,,,,
267,33004,1068,0.017584899806254838,1.0,1.0,,,,,,,,,
268,33136,1072,0.01633027184769162,1.0,1.0,,,,,,,,,
269,33268,1076,0.03108421825752885,0.75,0.75,,,,,,,,,
270,33400,1080,0.022145856354165973,1.0,1.0,,,,,,,,,
271,33500,1084,0.016012663475166843,1.0,1.0,,,,,,,,,
272,33600,1088,0.018699420803559408,1.0,1.0,,,,,,,,,
273,33700,1092,0.01755187061170545,1.0,1.0,0.01950105439700868,1.0,1.0,,,,,,
274,33832,1096,0.05183386180264733,0.75,0.75,,,,,,,,,
275,33964,1100,0.020299740000232304,1.0,1.0,,,,,,,,,
276,34064,1104,0.026012472689011096,1.0,1.0,,,,,,,,,
277,34196,1108,0.02664027394204368,1.0,1.0,,,,,,,,,
278,34296,1112,0.017473435184623062,1.0,1.0,,,,,,,,,
279,34428,1116,0.016117871733931678,1.0,1.0,,,,,,,,,
280,34560,1120,0.018157259620112425,1.0,1.0,,,,,,,,,
281,34692,1124,0.01973629717204176,1.0,1.0,0.02142322005739819,1.0,1.0,,,,,,
282,34824,1128,0.022848014066406675,0.75,0.75,,,,,,,,,
283,34956,1132,0.01799975159858036,1.0,1.0,,,,,,,,,
284,35056,1136,0.024781697444450402,1.0,1.0,,,,,,,,,
285,35156,1140,0.055302348747338026,0.5,0.5,,,,,,,,,
286,35288,1144,0.034745969881596464,0.75,0.75,,,,,,,,,
287,35420,1148,0.01633354836018498,1.0,1.0,,,,,,,,,
288,35552,1152,0.01821870968457006,1.0,1.0,,,,,,,,,
289,35652,1156,0.023902468174898484,1.0,1.0,0.022310971240922302,1.0,1.0,,,,,,
290,35784,1160,0.023024604878169156,1.0,1.0,,,,,,,,,
291,35884,1164,0.029293782328677482,1.0,1.0,,,,,,,,,
292,35984,1168,0.022708633504144014,1.0,1.0,,,,,,,,,
293,36116,1172,0.03696447217066634,0.75,0.75,,,,,,,,,
294,36248,1176,0.019787643989193384,1.0,1.0,,,,,,,,,
295,36380,1180,0.0632693270026175,0.5,0.5,,,,,,,,,
296,36480,1184,0.05591716513654319,0.75,0.75,,,,,,,,,
297,36580,1188,0.024192557710948675,1.0,1.0,0.020516013366100195,1.0,1.0,,,,,,
298,36712,1192,0.01646854947054635,1.0,1.0,,,,,,,,,
299,36844,1196,0.04249999130291144,0.75,0.75,,,,,,,,,
300,36944,1200,0.022937817696814213,1.0,1.0,,,,,,,,,
301,37076,1204,0.01794082142157549,1.0,1.0,,,,,,,,,
302,37208,1208,0.022014874309488737,1.0,1.0,,,,,,,,,
303,37340,1212,0.017259511268184726,1.0,1.0,,,,,,,,,
304,37472,1216,0.017978412130560173,1.0,1.0,,,,,,,,,
305,37572,1220,0.016525723915189396,1.0,1.0,0.022436705316113147,1.0,1.0,,,,,,
306,37672,1224,0.019774038618255264,1.0,1.0,,,,,,,,,
307,37804,1228,0.019155494008441562,1.0,1.0,,,,,,,,,
308,37904,1232,0.02255887782541625,1.0,1.0,,,,,,,,,
309,38036,1236,0.017489635087989657,1.0,1.0,,,,,,,,,
310,38168,1240,0.0188413714025495,1.0,1.0,,,,,,,,,
311,38268,1244,0.021679479887000832,1.0,1.0,,,,,,,,,
312,38400,1248,0.023926470890112347,1.0,1.0,,,,,,,,,
313,38532,1252,0.01790890301680975,1.0,1.0,0.017028709804846283,1.0,1.0,,,,,,
314,38664,1256,0.02153091240667493,1.0,1.0,,,,,,,,,
315,38796,1260,0.016486336176424175,1.0,1.0,,,,,,,,,
316,38896,1264,0.020332104255092718,1.0,1.0,,,,,,,,,
317,39028,1268,0.014333867095771778,1.0,1.0,,,,,,,,,
318,39160,1272,0.014780838120113628,1.0,1.0,,,,,,,,,
319,39260,1276,0.012877382709273586,1.0,1.0,,,,,,,,,
320,39392,1280,0.01485914885639872,1.0,1.0,,,,,,,,,
321,39524,1284,0.037222691569189406,0.75,0.75,0.0725235455605599,0.75,0.75,,,,,,
322,39656,1288,0.03752900455934878,0.75,0.75,,,,,,,,,
323,39788,1292,0.015642741070454633,1.0,1.0,,,,,,,,,
324,39920,1296,0.014507630069824489,1.0,1.0,,,,,,,,,
325,40052,1300,0.04174907751646558,0.75,0.75,,,,,,,,,
326,40152,1304,0.016978615733308215,1.0,1.0,,,,,,,,,
327,40284,1308,0.013136435794816352,1.0,1.0,,,,,,,,,
328,40416,1312,0.020578969682330805,1.0,1.0,,,,,,,,,
329,40548,1316,0.013730967558607575,1.0,1.0,0.015324415477173546,1.0,1.0,,,,,,
330,40680,1320,0.06291496301973211,0.5,0.5,,,,,,,,,
331,40780,1324,0.015623148989655722,1.0,1.0,,,,,,,,,
332,40912,1328,0.017574731643151723,1.0,1.0,,,,,,,,,
333,41044,1332,0.0183046447672109,1.0,1.0,,,,,,,,,
334,41176,1336,0.01776088162508586,1.0,1.0,,,,,,,,,
335,41308,1340,0.03499663550664991,0.75,0.75,,,,,,,,,
336,41440,1344,0.019591330420753367,1.0,1.0,,,,,,,,,
337,41572,1348,0.0196745931071166,1.0,1.0,0.01963476470099977,1.0,1.0,,,,,,
338,41704,1352,0.015230611581143878,1.0,1.0,,,,,,,,,
339,41836,1356,0.016804842049498347,1.0,1.0,,,,,,,,,
340,41968,1360,0.019901873112603424,1.0,1.0,,,,,,,,,
341,42100,1364,0.022312365302741454,1.0,1.0,,,,,,,,,
342,42232,1368,0.014191650574221058,1.0,1.0,,,,,,,,,
343,42364,1372,0.01676695252983791,1.0,1.0,,,,,,,,,
344,42464,1376,0.01940349673077738,1.0,1.0,,,,,,,,,
345,42564,1380,0.022863865197611327,1.0,1.0,0.020983306371815617,1.0,1.0,,,,,,
346,42664,1384,0.04625517778657922,0.75,0.75,,,,,,,,,
347,42796,1388,0.016011394540955733,1.0,1.0,,,,,,,,,
348,42928,1392,0.01934883753987151,1.0,1.0,,,,,,,,,
349,43028,1396,0.02468220716631246,1.0,1.0,,,,,,,,,
350,43160,1400,0.02340622331673785,0.75,0.75,,,,,,,,,
351,43292,1404,0.014034300856392292,1.0,1.0,,,,,,,,,
352,43424,1408,0.024791721516646704,0.75,0.75,,,,,,,,,
353,43524,1412,0.02276779259071191,1.0,1.0,0.019580494779675064,1.0,1.0,,,,,,
354,43624,1416,0.01189734606212975,1.0,1.0,,,,,,,,,
355,43756,1420,0.027718317267278962,0.75,0.75,,,,,,,,,
356,43888,1424,0.018658945977331316,1.0,1.0,,,,,,,,,
357,43988,1428,0.02462910817899683,1.0,1.0,,,,,,,,,
358,44088,1432,0.02060562918560511,1.0,1.0,,,,,,,,,
359,44188,1436,0.03508839960594439,1.0,1.0,,,,,,,,,
360,44320,1440,0.014581128081625821,1.0,1.0,,,,,,,,,
361,44452,1444,0.017160799306751642,1.0,1.0,0.013655326663912318,1.0,1.0,,,,,,
362,44584,1448,0.0250707250843476,0.75,0.75,,,,,,,,,
363,44684,1452,0.025294576663181943,1.0,1.0,,,,,,,,,
364,44816,1456,0.01939030215669845,1.0,1.0,,,,,,,,,
365,44916,1460,0.018117971323199523,1.0,1.0,,,,,,,,,
366,45048,1464,0.02653048174709511,0.75,0.75,,,,,,,,,
367,45148,1468,0.015918017771122474,1.0,1.0,,,,,,,,,
368,45248,1472,0.027955603210164864,1.0,1.0,,,,,,,,,
369,45380,1476,0.01685309169909431,1.0,1.0,0.0187052228329685,1.0,1.0,,,,,,
370,45512,1480,0.013078887317677186,1.0,1.0,,,,,,,,,
371,45644,1484,0.018102341676745938,1.0,1.0,,,,,,,,,
372,45744,1488,0.025397803662241734,1.0,1.0,,,,,,,,,
373,45844,1492,0.020326947681573223,1.0,1.0,,,,,,,,,
374,45976,1496,0.017314678515395983,1.0,1.0,,,,,,,,,
375,46108,1500,0.012592697807104683,1.0,1.0,,,,,,,,,
376,46240,1504,0.07210879735938476,0.75,0.75,,,,,,,,,
377,46372,1508,0.014177823470369617,1.0,1.0,0.024078906302939913,0.75,0.75,,,,,,
378,46504,1512,0.015493963636951661,1.0,1.0,,,,,,,,,
379,46636,1516,0.017971132215302534,1.0,1.0,,,,,,,,,
380,46768,1520,0.026538540510793067,0.75,0.75,,,,,,,,,
381,46868,1524,0.014087231751254972,1.0,1.0,,,,,,,,,
382,47000,1528,0.018446680409636967,1.0,1.0,,,,,,,,,
383,47132,1532,0.014787280835922728,1.0,1.0,,,,,,,,,
384,47232,1536,0.048023409585029715,0.75,0.75,,,,,,,,,
385,47364,1540,0.024991903120820922,1.0,1.0,0.022718561786354508,1.0,1.0,,,,,,
386,47496,1544,0.013640453517822096,1.0,1.0,,,,,,,,,
387,47628,1548,0.04386474384015273,0.75,0.75,,,,,,,,,
388,47760,1552,0.020438938564145557,1.0,1.0,,,,,,,,,
389,47860,1556,0.024612961859606538,1.0,1.0,,,,,,,,,
390,47960,1560,0.020715803534494627,1.0,1.0,,,,,,,,,
391,48092,1564,0.020715272656310617,1.0,1.0,,,,,,,,,
392,48224,1568,0.019294869387962873,1.0,1.0,,,,,,,,,
