step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
65,8068,260,0.05021049159253985,0.5,0.5,0.045550843834134866,0.75,0.75,,,,,,
66,8200,264,0.041914095472056934,0.5,0.5,,,,,,,,,
67,8300,268,0.03279340806640296,1.0,1.0,,,,,,,,,
68,8432,272,0.04030853011430736,0.75,0.75,,,,,,,,,
69,8564,276,0.055464354138057385,0.5,0.5,,,,,,,,,
70,8696,280,0.03465525037987391,0.75,0.75,,,,,,,,,
71,8828,284,0.04189160506848566,0.75,0.75,,,,,,,,,
72,8960,288,0.034877881432948926,0.75,0.75,,,,,,,,,
73,9060,292,0.024371445567618746,1.0,1.0,0.020898462813929656,1.0,1.0,,,,,,
74,9192,296,0.03884657937604061,0.75,0.75,,,,,,,,,
75,9324,300,0.03136944170953939,1.0,1.0,,,,,,,,,
76,9456,304,0.04169891321624163,0.75,0.75,,,,,,,,,
77,9556,308,0.027848946785670705,1.0,1.0,,,,,,,,,
78,9688,312,0.039917866869946014,0.75,0.75,,,,,,,,,
79,9820,316,0.03229124878496805,1.0,1.0,,,,,,,,,
80,9952,320,0.031430728887135044,0.75,0.75,,,,,,,,,
81,10084,324,0.04760540637704253,0.25,0.25,0.05598794779361924,0.0,0.0,,,,,,
82,10216,328,0.02872585550765507,0.75,0.75,,,,,,,,,
83,10316,332,0.04862325312773464,0.75,0.75,,,,,,,,,
84,10448,336,0.025059991320867996,1.0,1.0,,,,,,,,,
85,10580,340,0.03605859928276914,0.75,0.75,,,,,,,,,
86,10680,344,0.030756994661351202,0.75,0.75,,,,,,,,,
87,10812,348,0.05528434505773476,0.25,0.25,,,,,,,,,
88,10944,352,0.03140610757993272,0.75,0.75,,,,,,,,,
89,11044,356,0.04803091626788956,0.75,0.75,0.03907933681648501,0.75,0.75,,,,,,
90,11176,360,0.030456934098801864,0.75,0.75,,,,,,,,,
91,11276,364,0.038405313336406836,1.0,1.0,,,,,,,,,
92,11408,368,0.0392067322893854,0.75,0.75,,,,,,,,,
93,11540,372,0.024612574641105313,1.0,1.0,,,,,,,,,
94,11672,376,0.033512982281263246,1.0,1.0,,,,,,,,,
95,11804,380,0.031075021059841675,0.75,0.75,,,,,,,,,
96,11936,384,0.04073214977541283,0.5,0.5,,,,,,,,,
97,12068,388,0.038815913500729944,0.5,0.5,0.08607498008522574,0.5,0.5,,,,,,
98,12200,392,0.029765200199180983,0.75,0.75,,,,,,,,,
99,12332,396,0.0717161064597167,0.5,0.5,,,,,,,,,
100,12464,400,0.08218663391047813,0.25,0.25,,,,,,,,,
101,12596,404,0.0523475983728531,0.75,0.75,,,,,,,,,
102,12728,408,0.045631055658650437,0.5,0.5,,,,,,,,,
103,12860,412,0.03184648259470123,1.0,1.0,,,,,,,,,
104,12992,416,0.04742484013626381,0.5,0.5,,,,,,,,,
105,13124,420,0.04758463793215924,0.5,0.5,0.04254462349563255,0.25,0.25,,,,,,
106,13256,424,0.02908481292106444,0.5,0.5,,,,,,,,,
107,13388,428,0.03293675309017999,0.75,0.75,,,,,,,,,
108,13520,432,0.049092673427658155,0.5,0.5,,,,,,,,,
109,13652,436,0.03812414457781415,0.75,0.75,,,,,,,,,
110,13784,440,0.022676780198526102,1.0,1.0,,,,,,,,,
111,13884,444,0.06874285331054124,0.25,0.25,,,,,,,,,
112,14016,448,0.049970839524758046,0.25,0.25,,,,,,,,,
113,14116,452,0.04391850118699949,0.75,0.75,0.04765863240070758,0.5,0.5,,,,,,
114,14248,456,0.033296799505187664,1.0,1.0,,,,,,,,,
115,14380,460,0.04016487691151269,0.75,0.75,,,,,,,,,
116,14480,464,0.04969180843676441,0.5,0.5,,,,,,,,,
117,14612,468,0.029354705650912367,0.75,0.75,,,,,,,,,
118,14744,472,0.036462658513773935,0.75,0.75,,,,,,,,,
119,14844,476,0.03949127050325236,0.75,0.75,,,,,,,,,
120,14944,480,0.05144912076944214,1.0,1.0,,,,,,,,,
121,15076,484,0.028274109210469755,1.0,1.0,0.057589524329741834,0.75,0.75,,,,,,
122,15176,488,0.04915166120144326,0.75,0.75,,,,,,,,,
123,15308,492,0.03248609346475859,0.75,0.75,,,,,,,,,
124,15440,496,0.05009248707890947,0.5,0.5,,,,,,,,,
125,15572,500,0.07063478313505585,0.25,0.25,,,,,,,,,
126,15704,504,0.032056042349631754,0.75,0.75,,,,,,,,,
127,15836,508,0.03537900989080299,0.5,0.5,,,,,,,,,
128,15936,512,0.03463584997720318,1.0,1.0,,,,,,,,,
129,16068,516,0.03829021893679965,0.75,0.75,0.035393502446368075,0.75,0.75,,,,,,
130,16200,520,0.037795156170668635,0.75,0.75,,,,,,,,,
131,16300,524,0.08991605445956036,0.25,0.25,,,,,,,,,
132,16432,528,0.06104889075726532,0.5,0.5,,,,,,,,,
133,16532,532,0.035755502576867,0.75,0.75,,,,,,,,,
134,16664,536,0.0578703624786067,0.25,0.25,,,,,,,,,
135,16796,540,0.02268573710956844,1.0,1.0,,,,,,,,,
136,16896,544,0.03908208884808118,0.5,0.5,,,,,,,,,
137,17028,548,0.051491076619313396,0.5,0.5,0.047882968318990596,0.25,0.25,,,,,,
138,17160,552,0.024547211637873264,1.0,1.0,,,,,,,,,
139,17292,556,0.027445164316814045,1.0,1.0,,,,,,,,,
140,17424,560,0.05370438825466407,0.5,0.5,,,,,,,,,
141,17524,564,0.04915831827500369,0.75,0.75,,,,,,,,,
142,17656,568,0.028567505346472902,1.0,1.0,,,,,,,,,
143,17788,572,0.04544877056483528,0.5,0.5,,,,,,,,,
144,17920,576,0.04150086526251471,0.5,0.5,,,,,,,,,
145,18052,580,0.030679810914734842,1.0,1.0,0.03427160947201628,0.75,0.75,,,,,,
146,18184,584,0.030767700321630398,0.75,0.75,,,,,,,,,
147,18316,588,0.02495708539359839,1.0,1.0,,,,,,,,,
148,18416,592,0.028154502503942542,1.0,1.0,,,,,,,,,
149,18548,596,0.04290199760079304,0.5,0.5,,,,,,,,,
150,18680,600,0.05305952939335839,0.5,0.5,,,,,,,,,
151,18780,604,0.03558580323989797,1.0,1.0,,,,,,,,,
152,18912,608,0.03150332603383959,0.75,0.75,,,,,,,,,
153,19044,612,0.03998745457789937,0.75,0.75,0.04322969000879918,0.75,0.75,,,,,,
154,19144,616,0.03750168285589704,0.75,0.75,,,,,,,,,
155,19244,620,0.03481968993008196,1.0,1.0,,,,,,,,,
156,19376,624,0.030604553500652398,0.75,0.75,,,,,,,,,
157,19476,628,0.06241253951700856,0.25,0.25,,,,,,,,,
158,19608,632,0.031177057455092833,0.75,0.75,,,,,,,,,
159,19740,636,0.045767441358339045,0.75,0.75,,,,,,,,,
160,19872,640,0.04748709105372654,0.75,0.75,,,,,,,,,
161,20004,644,0.027371791667201252,0.75,0.75,0.03255276298339595,1.0,1.0,,,,,,
162,20136,648,0.02985156093515798,1.0,1.0,,,,,,,,,
163,20236,652,0.03745873955231218,0.75,0.75,,,,,,,,,
164,20368,656,0.029734408581416575,0.75,0.75,,,,,,,,,
165,20500,660,0.032680350842292684,1.0,1.0,,,,,,,,,
166,20632,664,0.02341467818567253,1.0,1.0,,,,,,,,,
167,20732,668,0.055421565947666146,0.5,0.5,,,,,,,,,
168,20864,672,0.03420601679452375,0.75,0.75,,,,,,,,,
169,20964,676,0.05457666835849523,0.5,0.5,0.06738627065213222,0.0,0.0,,,,,,
170,21096,680,0.02544662602500466,1.0,1.0,,,,,,,,,
171,21196,684,0.02100216334666281,1.0,1.0,,,,,,,,,
172,21328,688,0.03304048379925917,0.75,0.75,,,,,,,,,
173,21460,692,0.04555746643150997,0.25,0.25,,,,,,,,,
174,21560,696,0.029400737878192255,1.0,1.0,,,,,,,,,
175,21692,700,0.03767762139217666,0.75,0.75,,,,,,,,,
176,21824,704,0.03609603323038755,0.75,0.75,,,,,,,,,
177,21956,708,0.03375954699367867,0.75,0.75,0.03352383413233838,0.5,0.5,,,,,,
178,22088,712,0.02495082196594012,1.0,1.0,,,,,,,,,
179,22220,716,0.03646401892552603,0.75,0.75,,,,,,,,,
180,22352,720,0.03407636778323649,0.5,0.5,,,,,,,,,
181,22484,724,0.04828257401692554,0.5,0.5,,,,,,,,,
182,22584,728,0.02835129996391818,1.0,1.0,,,,,,,,,
183,22716,732,0.03251703189870568,0.75,0.75,,,,,,,,,
184,22848,736,0.04268751863211036,0.5,0.5,,,,,,,,,
185,22980,740,0.031600704719371604,0.5,0.5,0.03209117780404995,1.0,1.0,,,,,,
186,23112,744,0.029420300220544964,1.0,1.0,,,,,,,,,
187,23244,748,0.04080849142044827,0.5,0.5,,,,,,,,,
188,23376,752,0.020043828103675877,1.0,1.0,,,,,,,,,
189,23508,756,0.04121912500920643,0.5,0.5,,,,,,,,,
190,23640,760,0.041246841247698285,0.5,0.5,,,,,,,,,
191,23740,764,0.03532091952309808,0.75,0.75,,,,,,,,,
192,23840,768,0.038909330773579616,0.75,0.75,,,,,,,,,
193,23972,772,0.02581604121929103,1.0,1.0,0.037649706835868525,0.75,0.75,,,,,,
194,24104,776,0.028704680992514116,0.75,0.75,,,,,,,,,
195,24236,780,0.03584215176475937,0.5,0.5,,,,,,,,,
196,24368,784,0.027257024283071588,1.0,1.0,,,,,,,,,
197,24500,788,0.04091129211719817,0.5,0.5,,,,,,,,,
198,24600,792,0.03861010604900608,0.5,0.5,,,,,,,,,
199,24732,796,0.03686495497855048,0.75,0.75,,,,,,,,,
200,24864,800,0.039616503456941246,0.25,0.25,,,,,,,,,
201,24996,804,0.028019254809826182,0.75,0.75,0.03121256498568073,1.0,1.0,,,,,,
202,25128,808,0.030442004399110375,0.75,0.75,,,,,,,,,
203,25228,812,0.0376951361658151,0.75,0.75,,,,,,,,,
204,25328,816,0.03275222019402766,0.75,0.75,,,,,,,,,
205,25460,820,0.04295446238441399,0.75,0.75,,,,,,,,,
206,25592,824,0.03151258773067639,1.0,1.0,,,,,,,,,
207,25724,828,0.029104380083699654,0.75,0.75,,,,,,,,,
208,25856,832,0.051011520084466605,0.25,0.25,,,,,,,,,
209,25956,836,0.021576875039706164,1.0,1.0,0.032778068960960804,0.75,0.75,,,,,,
210,26088,840,0.02874675043586649,1.0,1.0,,,,,,,,,
211,26188,844,0.034846808411748496,0.75,0.75,,,,,,,,,
212,26320,848,0.024082982310424085,1.0,1.0,,,,,,,,,
213,26452,852,0.040145465514933684,0.75,0.75,,,,,,,,,
214,26552,856,0.04435695965012504,0.75,0.75,,,,,,,,,
215,26652,860,0.03086593830181907,1.0,1.0,,,,,,,,,
216,26784,864,0.030833961433768313,0.75,0.75,,,,,,,,,
217,26916,868,0.03299277392348585,1.0,1.0,0.038105712941546695,0.5,0.5,,,,,,
218,27048,872,0.0336974063531602,0.75,0.75,,,,,,,,,
219,27180,876,0.06481179647331829,0.5,0.5,,,,,,,,,
220,27280,880,0.03744263650867045,0.75,0.75,,,,,,,,,
221,27412,884,0.04892124718016817,0.25,0.25,,,,,,,,,
222,27480,888,0.0305229485828022,1.0,1.0,,,,,,,,,
223,27612,892,0.05146666495858767,0.5,0.5,,,,,,,,,
224,27744,896,0.03565627435480109,0.75,0.75,,,,,,,,,
225,27876,900,0.05288307579944785,0.25,0.25,0.034347044451174036,0.5,0.5,,,,,,
226,28008,904,0.029490337095057845,1.0,1.0,,,,,,,,,
227,28140,908,0.03491392358769645,0.5,0.5,,,,,,,,,
228,28272,912,0.031728561709360295,0.75,0.75,,,,,,,,,
229,28372,916,0.04305326717892361,0.5,0.5,,,,,,,,,
230,28504,920,0.03347055498030386,0.75,0.75,,,,,,,,,
231,28636,924,0.028461580605585363,1.0,1.0,,,,,,,,,
232,28768,928,0.027253390957621377,1.0,1.0,,,,,,,,,
233,28900,932,0.020729932127414946,1.0,1.0,0.0475666456025101,0.25,0.25,,,,,,
234,29032,936,0.030677043851260355,0.75,0.75,,,,,,,,,
235,29164,940,0.044648481207805166,0.25,0.25,,,,,,,,,
236,29296,944,0.04781550877650261,0.25,0.25,,,,,,,,,
237,29428,948,0.02601488849549924,0.75,0.75,,,,,,,,,
238,29560,952,0.025038704620669705,0.75,0.75,,,,,,,,,
239,29692,956,0.027799148803087516,0.75,0.75,,,,,,,,,
240,29824,960,0.03625600322215632,0.75,0.75,,,,,,,,,
241,29956,964,0.026857861323605903,0.75,0.75,0.04595752198281843,0.25,0.25,,,,,,
242,30088,968,0.06891277800379612,0.5,0.5,,,,,,,,,
243,30220,972,0.042725220773554604,0.5,0.5,,,,,,,,,
244,30352,976,0.0552122373185648,0.25,0.25,,,,,,,,,
245,30484,980,0.03760741741190941,0.75,0.75,,,,,,,,,
246,30616,984,0.03799414598805015,0.5,0.5,,,,,,,,,
247,30716,988,0.02490944419628553,1.0,1.0,,,,,,,,,
248,30848,992,0.029851689005354273,0.5,0.5,,,,,,,,,
249,30980,996,0.049666142186615615,0.5,0.5,0.020287124743190364,1.0,1.0,,,,,,
250,31112,1000,0.03680839981061581,0.5,0.5,,,,,,,,,
251,31244,1004,0.030399611438406283,0.5,0.5,,,,,,,,,
252,31376,1008,0.030562650122956253,1.0,1.0,,,,,,,,,
253,31508,1012,0.046853722782252596,0.5,0.5,,,,,,,,,
254,31608,1016,0.03373692232271423,1.0,1.0,,,,,,,,,
255,31708,1020,0.03769105352713571,1.0,1.0,,,,,,,,,
256,31840,1024,0.032532618095028734,0.75,0.75,,,,,,,,,
257,31972,1028,0.03717174379726203,0.75,0.75,0.03225800647185679,0.5,0.5,,,,,,
258,32104,1032,0.03031505048662439,1.0,1.0,,,,,,,,,
259,32204,1036,0.033799719042362994,1.0,1.0,,,,,,,,,
260,32304,1040,0.018905735064812083,1.0,1.0,,,,,,,,,
261,32436,1044,0.03154050095225103,0.75,0.75,,,,,,,,,
262,32568,1048,0.042276660114521296,0.5,0.5,,,,,,,,,
263,32700,1052,0.018934398829751443,1.0,1.0,,,,,,,,,
264,32832,1056,0.028519199724023562,1.0,1.0,,,,,,,,,
265,32964,1060,0.016657138872283213,1.0,1.0,0.03105878780075727,1.0,1.0,,,,,,
266,33096,1064,0.02880239782415629,0.75,0.75,,,,,,,,,
267,33228,1068,0.03523075714211017,0.5,0.5,,,,,,,,,
268,33360,1072,0.026949113537955326,0.75,0.75,,,,,,,,,
269,33460,1076,0.04565866905649424,0.5,0.5,,,,,,,,,
270,33592,1080,0.022936000237866662,1.0,1.0,,,,,,,,,
271,33724,1084,0.042675908741700824,0.5,0.5,,,,,,,,,
272,33856,1088,0.02159735579159474,1.0,1.0,,,,,,,,,
273,33956,1092,0.021952143688435705,1.0,1.0,0.025196844004887,0.75,0.75,,,,,,
274,34056,1096,0.07512453484553135,0.5,0.5,,,,,,,,,
275,34188,1100,0.01871801598108263,1.0,1.0,,,,,,,,,
276,34320,1104,0.04465599336704003,0.5,0.5,,,,,,,,,
277,34452,1108,0.023093502834465485,1.0,1.0,,,,,,,,,
278,34552,1112,0.03520633551507634,0.75,0.75,,,,,,,,,
279,34684,1116,0.0481963212919294,0.5,0.5,,,,,,,,,
280,34816,1120,0.017499590176270206,1.0,1.0,,,,,,,,,
281,34916,1124,0.03516580888431236,0.75,0.75,0.049110204690610434,0.5,0.5,,,,,,
282,35048,1128,0.0433924959341357,0.5,0.5,,,,,,,,,
283,35180,1132,0.01796220471720744,1.0,1.0,,,,,,,,,
284,35280,1136,0.04922392107426884,0.5,0.5,,,,,,,,,
285,35380,1140,0.054748887842827866,0.25,0.25,,,,,,,,,
286,35512,1144,0.05011252865261667,0.5,0.5,,,,,,,,,
287,35644,1148,0.026543657475394868,0.75,0.75,,,,,,,,,
288,35776,1152,0.022419961659684302,1.0,1.0,,,,,,,,,
289,35908,1156,0.03533540070985054,0.5,0.5,0.03799374202454373,0.75,0.75,,,,,,
290,36040,1160,0.04722343935600747,0.5,0.5,,,,,,,,,
291,36140,1164,0.03547782026544761,1.0,1.0,,,,,,,,,
292,36272,1168,0.020932830762508275,1.0,1.0,,,,,,,,,
293,36404,1172,0.019118298682287788,1.0,1.0,,,,,,,,,
294,36536,1176,0.04131431530736336,0.5,0.5,,,,,,,,,
295,36668,1180,0.02012124487265055,1.0,1.0,,,,,,,,,
296,36800,1184,0.02869999258935423,0.75,0.75,,,,,,,,,
297,36932,1188,0.024883282186632414,1.0,1.0,0.04776034404384214,0.5,0.5,,,,,,
298,37064,1192,0.029854708230918736,0.5,0.5,,,,,,,,,
299,37196,1196,0.02300248857974566,1.0,1.0,,,,,,,,,
300,37328,1200,0.03247571536384385,0.75,0.75,,,,,,,,,
301,37428,1204,0.04791799975922914,0.5,0.5,,,,,,,,,
302,37560,1208,0.06793007028947612,0.5,0.5,,,,,,,,,
303,37692,1212,0.0210468697750548,1.0,1.0,,,,,,,,,
304,37824,1216,0.022458499792219293,1.0,1.0,,,,,,,,,
305,37956,1220,0.019261807027824034,1.0,1.0,0.04411123096592291,0.5,0.5,,,,,,
306,38088,1224,0.034352708481064836,0.75,0.75,,,,,,,,,
307,38220,1228,0.028476209283835485,1.0,1.0,,,,,,,,,
308,38352,1232,0.03330585659248755,0.75,0.75,,,,,,,,,
309,38484,1236,0.02496329129955484,1.0,1.0,,,,,,,,,
310,38584,1240,0.0352873140128698,0.5,0.5,,,,,,,,,
311,38716,1244,0.04425755124198076,0.5,0.5,,,,,,,,,
312,38848,1248,0.06331196276169976,0.5,0.5,,,,,,,,,
313,38980,1252,0.02923857843959922,0.75,0.75,0.020738343679792402,1.0,1.0,,,,,,
314,39112,1256,0.030571564052761464,0.5,0.5,,,,,,,,,
315,39244,1260,0.054973433611403374,0.5,0.5,,,,,,,,,
316,39344,1264,0.04401097963202119,0.5,0.5,,,,,,,,,
317,39476,1268,0.03236043889066423,0.75,0.75,,,,,,,,,
318,39608,1272,0.029086603958730847,0.75,0.75,,,,,,,,,
319,39740,1276,0.0419809507558648,0.5,0.5,,,,,,,,,
320,39840,1280,0.02335353804084055,1.0,1.0,,,,,,,,,
321,39972,1284,0.015136045737945096,1.0,1.0,0.029594109234453755,0.75,0.75,,,,,,
322,40072,1288,0.03708180250632116,0.75,0.75,,,,,,,,,
323,40204,1292,0.032998307405596276,0.5,0.5,,,,,,,,,
324,40336,1296,0.023556757568167087,1.0,1.0,,,,,,,,,
325,40436,1300,0.028489956372529074,1.0,1.0,,,,,,,,,
326,40568,1304,0.03215947331352708,0.75,0.75,,,,,,,,,
327,40668,1308,0.028985462903137884,0.75,0.75,,,,,,,,,
328,40768,1312,0.07484634491112502,0.0,0.0,,,,,,,,,
329,40900,1316,0.028515243007350363,0.75,0.75,0.02049755424017576,1.0,1.0,,,,,,
330,41032,1320,0.01468074968527617,1.0,1.0,,,,,,,,,
331,41164,1324,0.01739724551203835,1.0,1.0,,,,,,,,,
332,41264,1328,0.03295642083460431,1.0,1.0,,,,,,,,,
333,41396,1332,0.02917906189921723,0.75,0.75,,,,,,,,,
334,41528,1336,0.029058368252153743,1.0,1.0,,,,,,,,,
335,41660,1340,0.020148876220770832,1.0,1.0,,,,,,,,,
336,41792,1344,0.05997875323409289,0.5,0.5,,,,,,,,,
337,41892,1348,0.018021392977631574,1.0,1.0,0.024103377963401725,1.0,1.0,,,,,,
338,41992,1352,0.01650526810056666,1.0,1.0,,,,,,,,,
339,42124,1356,0.030334313216417285,0.75,0.75,,,,,,,,,
340,42256,1360,0.040268547681832835,0.75,0.75,,,,,,,,,
341,42388,1364,0.030878528002660915,0.75,0.75,,,,,,,,,
342,42520,1368,0.0442386579445747,0.75,0.75,,,,,,,,,
343,42620,1372,0.028206026583866336,1.0,1.0,,,,,,,,,
344,42752,1376,0.03480242121248921,0.75,0.75,,,,,,,,,
345,42852,1380,0.046385837360364036,0.75,0.75,0.05502927935688604,0.25,0.25,,,,,,
346,42984,1384,0.024723485246995552,1.0,1.0,,,,,,,,,
347,43116,1388,0.025355351949783653,1.0,1.0,,,,,,,,,
348,43216,1392,0.04433073409819676,0.75,0.75,,,,,,,,,
349,43316,1396,0.05444291859448034,0.5,0.5,,,,,,,,,
350,43448,1400,0.020305377868075992,1.0,1.0,,,,,,,,,
351,43580,1404,0.03503720135199046,0.75,0.75,,,,,,,,,
352,43712,1408,0.02768030864550383,0.75,0.75,,,,,,,,,
353,43844,1412,0.026358193251340936,1.0,1.0,0.03285967202618281,0.5,0.5,,,,,,
354,43976,1416,0.01802377754533154,1.0,1.0,,,,,,,,,
355,44108,1420,0.022177068641367443,1.0,1.0,,,,,,,,,
356,44240,1424,0.02514393651882301,0.75,0.75,,,,,,,,,
357,44372,1428,0.04270908400400004,0.75,0.75,,,,,,,,,
358,44504,1432,0.038990643688219966,0.75,0.75,,,,,,,,,
359,44604,1436,0.04227636457360859,0.75,0.75,,,,,,,,,
360,44736,1440,0.018750702537390678,1.0,1.0,,,,,,,,,
361,44868,1444,0.049674114482938875,0.5,0.5,0.056993608088511484,0.5,0.5,,,,,,
362,45000,1448,0.03293646360175899,0.5,0.5,,,,,,,,,
363,45100,1452,0.03687454290102323,0.75,0.75,,,,,,,,,
364,45232,1456,0.040748397518004825,0.5,0.5,,,,,,,,,
365,45332,1460,0.03378655291523804,0.75,0.75,,,,,,,,,
366,45464,1464,0.037120571616201234,0.75,0.75,,,,,,,,,
367,45596,1468,0.03369164863573133,0.75,0.75,,,,,,,,,
368,45728,1472,0.02078889377853557,1.0,1.0,,,,,,,,,
369,45860,1476,0.014561107234744668,1.0,1.0,0.05348727139979929,0.25,0.25,,,,,,
370,45992,1480,0.014622822007929697,1.0,1.0,,,,,,,,,
371,46124,1484,0.028388382813096767,0.75,0.75,,,,,,,,,
372,46256,1488,0.036300069528491574,0.5,0.5,,,,,,,,,
373,46388,1492,0.0359322202288422,0.5,0.5,,,,,,,,,
374,46520,1496,0.03841660464948177,0.5,0.5,,,,,,,,,
375,46652,1500,0.032192123082601824,0.75,0.75,,,,,,,,,
376,46752,1504,0.04511500886510778,0.5,0.5,,,,,,,,,
377,46884,1508,0.040295242981483174,0.5,0.5,0.035467002996860515,0.75,0.75,,,,,,
378,47016,1512,0.02365698744023632,0.75,0.75,,,,,,,,,
379,47148,1516,0.04412580345337573,0.5,0.5,,,,,,,,,
380,47248,1520,0.07016335810905956,0.25,0.25,,,,,,,,,
381,47348,1524,0.029084709060613625,0.75,0.75,,,,,,,,,
382,47480,1528,0.01809150626952942,1.0,1.0,,,,,,,,,
383,47580,1532,0.037963819311683744,1.0,1.0,,,,,,,,,
384,47712,1536,0.02812979230475378,0.75,0.75,,,,,,,,,
385,47844,1540,0.04095341894766989,0.75,0.75,0.024883612186256416,1.0,1.0,,,,,,
386,47976,1544,0.03430207426968991,0.5,0.5,,,,,,,,,
387,48076,1548,0.04554966100754731,0.5,0.5,,,,,,,,,
388,48176,1552,0.03028473379692514,0.75,0.75,,,,,,,,,
389,48276,1556,0.027729717528895886,1.0,1.0,,,,,,,,,
390,48408,1560,0.017385374949772086,1.0,1.0,,,,,,,,,
391,48508,1564,0.030962873833744502,0.75,0.75,,,,,,,,,
392,48640,1568,0.026180010215243785,0.75,0.75,,,,,,,,,
